DCID,isPerCapitaValid,isPositiveIndicator,perCapitaDenominator
Area_Farm_Producer_NativeHawaiianOrOtherPacificIslanderAlone,,,
Area_Farm_Producer_TwoOrMoreRaces,,,
Area_Farm_Producer_WhiteAlone,,,
Area_Farm_Rice,,,
Area_Farm_SorghumForGrain,,,
Area_Farm_SorghumForSilageOrGreenchop,,,
Area_Farm_SugarbeetsForSugar,,,
Area_Farm_SunflowerSeed,,,
Area_Farm_SweetPotatoes,,,
Area_Farm_UplandCotton,,,
Area_Farm_VegetablesHarvestedForSale,,,
Area_Farm_WheatForGrain,,,
Area_Farm_WinterWheatForGrain,,,
Area_FireEvent,n,,
Area_FloodEvent,n,,
Area_WildlandFireEvent,n,,
AtmosphericPressure_SurfaceLevel,n,,
BurnedArea_FireEvent,n,,
BurnedArea_FireEvent_Forest,n,,
Concentration_AirPollutant_SmokePM25,n,,
ConsecutiveDryDays,n,,
CountOfClaims_NaturalHazardInsurance_BuildingStructureAndContents_FloodEvent,n,,
Count_BirthEvent,n,,
Count_BirthEvent_AsAFractionOfCount_Person,n,,
Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person,n,,
Count_BirthEvent_LiveBirth_Mother9ThTo12ThGradeNoDiploma,,,
Count_BirthEvent_LiveBirth_MotherAmericanIndianOrAlaskaNativeAlone,,,
Count_BirthEvent_LiveBirth_MotherAsianIndian,,,
Count_BirthEvent_LiveBirth_MotherAsianOrPacificIslander,,,
Count_BirthEvent_LiveBirth_MotherAssociatesDegree,,,
Count_BirthEvent_LiveBirth_MotherBachelorsDegree,,,
Count_BirthEvent_LiveBirth_MotherBlackOrAfricanAmericanAlone,,,
Count_BirthEvent_LiveBirth_MotherChinese,,,
Count_BirthEvent_LiveBirth_MotherDoctorateDegreeOrProfessionalSchoolDegree,,,
Count_BirthEvent_LiveBirth_MotherEducationalAttainmentUnknownOrNotStated,,,
Count_BirthEvent_LiveBirth_MotherEthnicityUnknownOrNotStated,,,
Count_BirthEvent_LiveBirth_MotherFilipino,,,
Count_BirthEvent_LiveBirth_MotherForeignBorn,,,
Count_BirthEvent_LiveBirth_MotherGuamanianOrChamorro,,,
Count_BirthEvent_LiveBirth_MotherHighSchoolGraduateGedOrAlternative,,,
Count_BirthEvent_LiveBirth_MotherHispanicOrLatino,,,
Count_BirthEvent_LiveBirth_MotherJapanese,,,
Count_BirthEvent_LiveBirth_MotherKorean,,,
Count_BirthEvent_LiveBirth_MotherLessThan9ThGrade,,,
Count_BirthEvent_LiveBirth_MotherMastersDegree,,,
Count_BirthEvent_LiveBirth_MotherNative,,,
Count_BirthEvent_LiveBirth_MotherNativeHawaiian,,,
Count_BirthEvent_LiveBirth_MotherNativityUnknownOrNotStated,,,
Count_BirthEvent_LiveBirth_MotherNotHispanicOrLatino,,,
Count_BirthEvent_LiveBirth_MotherNowMarried,,,
Count_BirthEvent_LiveBirth_MotherOtherAsian,,,
Count_BirthEvent_LiveBirth_MotherOtherPacificIslander,,,
Count_BirthEvent_LiveBirth_MotherSamoan,,,
Count_BirthEvent_LiveBirth_MotherSomeCollegeNoDegree,,,
Count_BirthEvent_LiveBirth_MotherTwoOrMoreRaces,,,
Count_BirthEvent_LiveBirth_MotherUnmarried,,,
Count_BirthEvent_LiveBirth_MotherVietnamese,,,
Count_BirthEvent_LiveBirth_MotherWhiteAlone,,,
Count_BlizzardEvent,n,,
Count_CoastalFloodEvent,n,,
Count_ColdTemperatureEvent,n,,
Count_ColdWindChillEvent,n,,
Count_CriminalActivities_AggravatedAssault,,,
Count_CriminalActivities_Arson,,,
Count_CriminalActivities_Burglary,,,
Count_CriminalActivities_CombinedCrime,,,
Count_CriminalActivities_ForcibleRape,,,
Count_CriminalActivities_LarcenyTheft,,,
Count_CriminalActivities_MotorVehicleTheft,,,
Count_CriminalActivities_MurderAndNonNegligentManslaughter,,,
Count_CriminalActivities_MurderAndNonNegligentManslaughter_AsFractionOf_Count_Person,n,,
Count_CriminalActivities_MurderAndNonNegligentManslaughter_Female_AsFractionOf_Count_Person_Female,n,,
Count_CriminalActivities_MurderAndNonNegligentManslaughter_Male_AsFractionOf_Count_Person_Male,n,,
Count_CriminalActivities_PropertyCrime,,,
Count_CriminalActivities_Robbery,,,
Count_CriminalActivities_ViolentCrime,,,
Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime,,,
Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime,,,
Count_CriminalIncidents_BiasMotivationGender_IsHateCrime,,,
Count_CriminalIncidents_BiasMotivationRace_IsHateCrime,,,
Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime,,,
Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime,,,
Count_CriminalIncidents_IsHateCrime,,,
Count_CycloneEvent,n,,
Count_CycloneEvent_ExtratropicalCyclone,n,,
Count_CycloneEvent_SubtropicalStorm,n,,
Count_CycloneEvent_TropicalDisturbance,n,,
Count_CycloneEvent_TropicalStorm,n,,
Count_Death,,,
Count_Death_0Years_AsFractionOf_Count_BirthEvent_LiveBirth,n,,
Count_Death_0Years_Female_AsFractionOf_Count_BirthEvent_LiveBirth_Female,n,,
Count_Death_0Years_Male_AsFractionOf_Count_BirthEvent_LiveBirth_Male,n,,
Count_Death_85Years_DiseasesOfBloodAndBloodFormingOrgansAndImmuneDisorders_Female,,,
Count_Death_85Years_DiseasesOfTheNervousSystem_AsianOrPacificIslander,,,
Count_Death_85Years_DiseasesOfTheSkinSubcutaneousTissue,,,
Count_Death_85Years_MentalBehaviouralDisorders_AsianOrPacificIslander,,,
Count_Death_AbnormalNotClassfied,,,
Count_Death_AbnormalNotClassfied_BlackOrAfricanAmerican,,,
Count_Death_AbnormalNotClassfied_Female,,,
Count_Death_AbnormalNotClassfied_Male,,,
Count_Death_AbnormalNotClassfied_White,,,
Count_Death_AgeAdjusted_AsAFractionOf_Count_Person,n,,
Count_Death_AmericanIndianAndAlaskaNativeAlone,,,
Count_Death_AsAFractionOfCount_Person,n,,
Count_Death_AsianOrPacificIslander,,,
Count_Death_BlackOrAfricanAmerican,,,
Count_Death_CertainConditionsOriginatingInThePerinatalPeriod,,,
Count_Death_CertainConditionsOriginatingInThePerinatalPeriod_BlackOrAfricanAmerican,,,
Count_Death_CertainConditionsOriginatingInThePerinatalPeriod_Female,,,
Count_Death_CertainConditionsOriginatingInThePerinatalPeriod_Male,,,
Count_Death_CertainConditionsOriginatingInThePerinatalPeriod_White,,,
Count_Death_CertainInfectiousParasiticDiseases,,,
Count_Death_CertainInfectiousParasiticDiseases_AsianOrPacificIslander,,,
Count_Death_CertainInfectiousParasiticDiseases_BlackOrAfricanAmerican,,,
Count_Death_CertainInfectiousParasiticDiseases_Female,,,
Count_Death_CertainInfectiousParasiticDiseases_Male,,,
Count_Death_CertainInfectiousParasiticDiseases_White,,,
Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities,,,
Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities_BlackOrAfricanAmerican,,,
Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities_Female,,,
Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities_Female_White,,,
Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities_Male,,,
Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities_Male_White,,,
Count_Death_CongenitalMalformationsDeformationsChromosomalAbnormalities_White,,,
Count_Death_DiseasesOfBloodAndBloodFormingOrgansAndImmuneDisorders,,,
Count_Death_DiseasesOfBloodAndBloodFormingOrgansAndImmuneDisorders_BlackOrAfricanAmerican,,,
Count_Death_DiseasesOfBloodAndBloodFormingOrgansAndImmuneDisorders_Female,,,
Count_Death_DiseasesOfBloodAndBloodFormingOrgansAndImmuneDisorders_Female_BlackOrAfricanAmerican,,,
Count_Death_DiseasesOfBloodAndBloodFormingOrgansAndImmuneDisorders_Male,,,
Count_Death_DiseasesOfBloodAndBloodFormingOrgansAndImmuneDisorders_Male_White,,,
Count_Death_DiseasesOfBloodAndBloodFormingOrgansAndImmuneDisorders_White,,,
Count_Death_DiseasesOfTheCirculatorySystem,,,
Count_Death_DiseasesOfTheCirculatorySystem_AmericanIndianAndAlaskaNativeAlone,,,
Count_Death_DiseasesOfTheCirculatorySystem_AsianOrPacificIslander,,,
Count_Death_DiseasesOfTheCirculatorySystem_BlackOrAfricanAmerican,,,
Count_Death_DiseasesOfTheCirculatorySystem_Female,,,
Count_Death_DiseasesOfTheCirculatorySystem_Male,,,
Count_Death_DiseasesOfTheCirculatorySystem_White,,,
Count_Death_DiseasesOfTheDigestiveSystem,,,
Count_Death_DiseasesOfTheDigestiveSystem_AmericanIndianAndAlaskaNativeAlone,,,
Count_Death_DiseasesOfTheDigestiveSystem_AsianOrPacificIslander,,,
Count_Death_DiseasesOfTheDigestiveSystem_BlackOrAfricanAmerican,,,
Count_Death_DiseasesOfTheDigestiveSystem_Female,,,
Count_Death_DiseasesOfTheDigestiveSystem_Male,,,
Count_Death_DiseasesOfTheDigestiveSystem_White,,,
Count_Death_DiseasesOfTheGenitourinarySystem,,,
Count_Death_DiseasesOfTheGenitourinarySystem_AsianOrPacificIslander,,,
Count_Death_DiseasesOfTheGenitourinarySystem_BlackOrAfricanAmerican,,,
Count_Death_DiseasesOfTheGenitourinarySystem_Female,,,
Count_Death_DiseasesOfTheGenitourinarySystem_Male,,,
Count_Death_DiseasesOfTheGenitourinarySystem_White,,,
Count_Death_DiseasesOfTheMusculoskeletalSystemConnectiveTissue,,,
Count_Death_DiseasesOfTheMusculoskeletalSystemConnectiveTissue_BlackOrAfricanAmerican,,,
Count_Death_DiseasesOfTheMusculoskeletalSystemConnectiveTissue_Female,,,
Count_Death_DiseasesOfTheMusculoskeletalSystemConnectiveTissue_Female_BlackOrAfricanAmerican,,,
Count_Death_DiseasesOfTheMusculoskeletalSystemConnectiveTissue_Male,,,
Count_Death_DiseasesOfTheMusculoskeletalSystemConnectiveTissue_Male_White,,,
Count_Death_DiseasesOfTheMusculoskeletalSystemConnectiveTissue_White,,,
Count_Death_DiseasesOfTheNervousSystem,,,
Count_Death_DiseasesOfTheNervousSystem_AsianOrPacificIslander,,,
Count_Death_DiseasesOfTheNervousSystem_BlackOrAfricanAmerican,,,
Count_Death_DiseasesOfTheNervousSystem_Female,,,
Count_Death_DiseasesOfTheNervousSystem_Male,,,
Count_Death_DiseasesOfTheNervousSystem_White,,,
Count_Death_DiseasesOfTheRespiratorySystem,,,
Count_Death_DiseasesOfTheRespiratorySystem_AmericanIndianAndAlaskaNativeAlone,,,
Count_Death_DiseasesOfTheRespiratorySystem_AsianOrPacificIslander,,,
Count_Death_DiseasesOfTheRespiratorySystem_BlackOrAfricanAmerican,,,
Count_Death_DiseasesOfTheRespiratorySystem_Female,,,
Count_Death_DiseasesOfTheRespiratorySystem_Male,,,
Count_Death_DiseasesOfTheRespiratorySystem_White,,,
Count_Death_DiseasesOfTheSkinSubcutaneousTissue,,,
Count_Death_DiseasesOfTheSkinSubcutaneousTissue_Female,,,
Count_Death_DiseasesOfTheSkinSubcutaneousTissue_Female_White,,,
Count_Death_DiseasesOfTheSkinSubcutaneousTissue_Male,,,
Count_Death_DiseasesOfTheSkinSubcutaneousTissue_White,,,
Count_Death_EndocrineNutritionalMetabolicDiseases,,,
Count_Death_EndocrineNutritionalMetabolicDiseases_AmericanIndianAndAlaskaNativeAlone,,,
Count_Death_EndocrineNutritionalMetabolicDiseases_AsianOrPacificIslander,,,
Count_Death_EndocrineNutritionalMetabolicDiseases_BlackOrAfricanAmerican,,,
Count_Death_EndocrineNutritionalMetabolicDiseases_Female,,,
Count_Death_EndocrineNutritionalMetabolicDiseases_Male,,,
Count_Death_EndocrineNutritionalMetabolicDiseases_White,,,
Count_Death_ExternalCauses,,,
Count_Death_ExternalCauses_AmericanIndianAndAlaskaNativeAlone,,,
Count_Death_ExternalCauses_AsianOrPacificIslander,,,
Count_Death_ExternalCauses_BlackOrAfricanAmerican,,,
Count_Death_ExternalCauses_Female,,,
Count_Death_ExternalCauses_Male,,,
Count_Death_ExternalCauses_Male_AmericanIndianAndAlaskaNativeAlone,,,
Count_Death_ExternalCauses_White,,,
Count_Death_Female,,,
Count_Death_Female_AgeAdjusted_AsAFractionOf_Count_Person_Female,n,,
Count_Death_Female_AmericanIndianAndAlaskaNativeAlone,,,
Count_Death_Female_AsAFractionOf_Count_Person_Female,n,,
Count_Death_Female_AsianOrPacificIslander,,,
Count_Death_Female_BlackOrAfricanAmerican,,,
Count_Death_Female_White,,,
Count_Death_IntentionalSelfHarm_AsFractionOf_Count_Person,n,,
Count_Death_IntentionalSelfHarm_Female_AsFractionOf_Count_Person_Female,n,,
Count_Death_IntentionalSelfHarm_Male_AsFractionOf_Count_Person_Male,n,,
Count_Death_LessThan1Year_AsAFractionOf_Count_BirthEvent,n,,
Count_Death_LessThan1Year_Female_AsAFractionOf_Count_BirthEvent_Female,n,,
Count_Death_LessThan1Year_Male_AsAFractionOf_Count_BirthEvent_Male,n,,
Count_Death_Male,,,
Count_Death_Male_AgeAdjusted_AsAFractionOf_Count_Person_Male,n,,
Count_Death_Male_AmericanIndianAndAlaskaNativeAlone,,,
Count_Death_Male_AsAFractionOf_Count_Person_Male,n,,
Count_Death_Male_AsianOrPacificIslander,,,
Count_Death_Male_BlackOrAfricanAmerican,,,
Count_Death_Male_White,,,
Count_Death_MentalBehaviouralDisorders,,,
Count_Death_MentalBehaviouralDisorders_AsianOrPacificIslander,,,
Count_Death_MentalBehaviouralDisorders_BlackOrAfricanAmerican,,,
Count_Death_MentalBehaviouralDisorders_Female,,,
Count_Death_MentalBehaviouralDisorders_Male,,,
Count_Death_MentalBehaviouralDisorders_White,,,
Count_Death_Neoplasms,,,
Count_Death_Neoplasms_AmericanIndianAndAlaskaNativeAlone,,,
Count_Death_Neoplasms_AsianOrPacificIslander,,,
Count_Death_Neoplasms_BlackOrAfricanAmerican,,,
Count_Death_Neoplasms_Female,,,
Count_Death_Neoplasms_Male,,,
Count_Death_Neoplasms_White,,,
Count_Death_Upto14Years_AsAFractionOf_Count_Person_Upto14Years,n,,
Count_Death_Upto14Years_Female_AsAFractionOf_Count_Person_Upto14Years_Female,n,,
Count_Death_Upto14Years_Male_AsAFractionOf_Count_Person_Upto14Years_Male,n,,
Count_Death_Upto1Years_CertainConditionsOriginatingInThePerinatalPeriod,,,
Count_Death_Upto1Years_CertainConditionsOriginatingInThePerinatalPeriod_BlackOrAfricanAmerican,,,
Count_Death_Upto1Years_CertainConditionsOriginatingInThePerinatalPeriod_Female,,,
Count_Death_Upto1Years_CertainConditionsOriginatingInThePerinatalPeriod_Male,,,
Count_Death_Upto1Years_CertainConditionsOriginatingInThePerinatalPeriod_White,,,
Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities,,,
Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_BlackOrAfricanAmerican,,,
Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_Female,,,
Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_Male,,,
Count_Death_Upto1Years_CongenitalMalformationsDeformationsChromosomalAbnormalities_White,,,
Count_Death_White,,,
Count_DebrisFlowEvent,n,,
Count_DenseFogEvent,n,,
Count_DroughtEvent,n,,
Count_DustDevilEvent,n,,
Count_EarthquakeEvent,n,,
Count_Establishment,,,
Count_Establishment_NAICSAccommodationFoodServices,,,
Count_Establishment_NAICSAdministrativeSupportWasteManagementRemediationServices,,,
Count_Establishment_NAICSAgricultureForestryFishingHunting,,,
Count_Establishment_NAICSArtsEntertainmentRecreation,,,
Count_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll_ExemptFromFederalIncomeTax,,,
Count_Establishment_NAICSArtsEntertainmentRecreation_WithPayroll_SubjectToFederalIncomeTax,,,
Count_Establishment_NAICSConstruction,,,
Count_Establishment_NAICSEducationalServices,,,
Count_Establishment_NAICSEducationalServices_WithPayroll_ExemptFromFederalIncomeTax,,,
Count_Establishment_NAICSEducationalServices_WithPayroll_SubjectToFederalIncomeTax,,,
Count_Establishment_NAICSFinanceInsurance,,,
Count_Establishment_NAICSGoodsProducing,,,
Count_Establishment_NAICSHealthCareSocialAssistance,,,
Count_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_ExemptFromFederalIncomeTax,,,
Count_Establishment_NAICSHealthCareSocialAssistance_WithPayroll_SubjectToFederalIncomeTax,,,
Count_Establishment_NAICSInformation,,,
Count_Establishment_NAICSManagementOfCompaniesEnterprises,,,
Count_Establishment_NAICSManufacturing,,,
Count_Establishment_NAICSMiningQuarryingOilGasExtraction,,,
Count_Establishment_NAICSNonclassifiable,,,
Count_Establishment_NAICSOtherServices,,,
Count_Establishment_NAICSOtherServices_WithPayroll_ExemptFromFederalIncomeTax,,,
Count_Establishment_NAICSOtherServices_WithPayroll_SubjectToFederalIncomeTax,,,
Count_Establishment_NAICSProfessionalScientificTechnicalServices,,,
Count_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll_ExemptFromFederalIncomeTax,,,
Count_Establishment_NAICSProfessionalScientificTechnicalServices_WithPayroll_SubjectToFederalIncomeTax,,,
Count_Establishment_NAICSPublicAdministration,,,
Count_Establishment_NAICSRealEstateRentalLeasing,,,
Count_Establishment_NAICSRetailTrade,,,
Count_Establishment_NAICSServiceProviding,,,
Count_Establishment_NAICSTotalAllIndustries,,,
Count_Establishment_NAICSTransportationWarehousing,,,
Count_Establishment_NAICSUtilities,,,
Count_Establishment_NAICSWholesaleTrade,,,
Count_Establishment_USC_MerchantWholesalers_NAICSWholesaleTrade_WithPayroll,,,
Count_ExcessiveHeatEvent,n,,
Count_ExtremeColdWindChillEvent,n,,
Count_Faculty_ElementarySchoolCounselor,n,,
Count_Faculty_LEAAdministrativeSupportStaff,n,,
Count_Faculty_LEAAdministrator,n,,
Count_Faculty_ParaProfessionalsAidesOrInstructionalAide,n,,
Count_Faculty_SchoolAdministrativeSupportStaff,n,,
Count_Faculty_SchoolAdministrator,n,,
Count_Faculty_SchoolOtherGuidanceCounselor,n,,
Count_Faculty_SchoolPsychologist,n,,
Count_Faculty_SecondarySchoolCounselor,n,,
Count_Faculty_TotalGuidanceCounselor,n,,
Count_Farm,,,
Count_FarmInventory_BeefCows,,,
Count_FarmInventory_Broilers,,,
Count_FarmInventory_CattleAndCalves,,,
Count_FarmInventory_HogsAndPigs,,,
Count_FarmInventory_Layers,,,
Count_FarmInventory_MilkCows,,,
Count_FarmInventory_SheepAndLambs,,,
Count_Farm_BarleyForGrain,,,
Count_Farm_BeefCows,,,
Count_Farm_Broilers,,,
Count_Farm_CattleAndCalves,,,
Count_Farm_CornForGrain,,,
Count_Farm_CornForSilageOrGreenchop,,,
Count_Farm_Cotton,,,
Count_Farm_Cropland,,,
Count_Farm_DryEdibleBeans,,,
Count_Farm_DurumWheatForGrain,,,
Count_Farm_Forage,,,
Count_Farm_HarvestedCropland,,,
Count_Farm_HogsAndPigs,,,
Count_Farm_InventorySold_CattleAndCalves,,,
Count_Farm_InventorySold_HogsAndPigs,,,
Count_Farm_IrrigatedLand,,,
Count_Farm_Layers,,,
Count_Farm_MilkCows,,,
Count_Farm_OatsForGrain,,,
Count_Farm_Orchards,,,
Count_Farm_OtherSpringWheatForGrain,,,
Count_Farm_PeanutsForNuts,,,
Count_Farm_PimaCotton,,,
Count_Farm_Potatoes,,,
Count_Farm_PrimaryProducer_AmericanIndianOrAlaskaNativeAlone,,,
Count_Farm_PrimaryProducer_AsianAlone,,,
Count_Farm_PrimaryProducer_BlackOrAfricanAmericanAlone,,,
Count_Farm_PrimaryProducer_HispanicOrLatino,,,
Count_Farm_PrimaryProducer_NativeHawaiianOrOtherPacificIslanderAlone,,,
Count_Farm_PrimaryProducer_TwoOrMoreRaces,,,
Count_Farm_PrimaryProducer_WhiteAlone,,,
Count_Farm_Producer_AmericanIndianOrAlaskaNativeAlone,,,
Count_Farm_Producer_AsianAlone,,,
Count_Farm_Producer_BlackOrAfricanAmericanAlone,,,
Count_Farm_Producer_HispanicOrLatino,,,
Count_Farm_Producer_NativeHawaiianOrOtherPacificIslanderAlone,,,
Count_Farm_Producer_TwoOrMoreRaces,,,
Count_Farm_Producer_WhiteAlone,,,
Count_Farm_ReceivedGovernmentPayment,,,
Count_Farm_ReportedIncome,,,
Count_Farm_ReportedNetIncome,,,
Count_Farm_Rice,,,
Count_Farm_SheepAndLambs,,,
Count_Farm_SorghumForGrain,,,
Count_Farm_SorghumForSilageOrGreenchop,,,
Count_Farm_SugarbeetsForSugar,,,
Count_Farm_SunflowerSeed,,,
Count_Farm_SweetPotatoes,,,
Count_Farm_UplandCotton,,,
Count_Farm_VegetablesHarvestedForSale,,,
Count_Farm_WheatForGrain,,,
Count_Farm_WinterWheatForGrain,,,
Count_FireEvent,n,,
Count_FireIncidentComplex,n,,
Count_FlashFloodEvent,n,,
Count_FloodEvent,n,,
Count_FrostFreezeEvent,n,,
Count_FunnelCloudEvent,n,,
Count_HailEvent,n,,
Count_HeatEvent,n,,
Count_HeatTemperatureEvent,n,,
Count_HeatWaveEvent,n,,
Count_HeavyRainEvent,n,,
Count_HeavySnowEvent,n,,
Count_HighWindEvent,n,,
Count_Household,,,
Count_Household_AsianAndPacificIslandLanguagesSpokenAtHome,,,
Count_Household_FamilyHousehold,,,
Count_Household_FamilyHousehold_BelowPovertyLevelInThePast12Months,,,
Count_Household_FamilyHousehold_OwnerOccupied,,,
Count_Household_FamilyHousehold_OwnerOccupied_BelowPovertyLevelInThePast12Months,,,
Count_Household_FamilyHousehold_RenterOccupied,,,
Count_Household_FamilyHousehold_RenterOccupied_BelowPovertyLevelInThePast12Months,,,
Count_Household_FamilyHousehold_With0Worker,,,
Count_Household_FamilyHousehold_With0Worker_BelowPovertyLevelInThePast12Months,,,
Count_Household_FamilyHousehold_With1Worker,,,
Count_Household_FamilyHousehold_With1Worker_BelowPovertyLevelInThePast12Months,,,
Count_Household_FamilyHousehold_With2Worker,,,
Count_Household_FamilyHousehold_With2Worker_BelowPovertyLevelInThePast12Months,,,
Count_Household_FamilyHousehold_With3OrMoreWorker,,,
Count_Household_FamilyHousehold_With3OrMoreWorker_BelowPovertyLevelInThePast12Months,,,
Count_Household_ForeignBorn_PlaceOfBirthAfrica,,,
Count_Household_ForeignBorn_PlaceOfBirthAsia,,,
Count_Household_ForeignBorn_PlaceOfBirthCaribbean,,,
Count_Household_ForeignBorn_PlaceOfBirthCentralAmericaExceptMexico,,,
Count_Household_ForeignBorn_PlaceOfBirthEasternAsia,,,
