dcid,year,inflationPercentAverageConsumerPrices
country/JOR,1984,4.045
country/JOR,1985,2.808
country/JOR,1986,0.0
country/JOR,1987,0.21
country/JOR,1988,6.705
country/JOR,1989,25.668
country/JOR,1990,16.192
country/JOR,1991,8.155
country/JOR,1992,4.017
country/JOR,1993,3.304
country/JOR,1994,3.524
country/JOR,1995,2.353
country/JOR,1996,6.501
country/JOR,1997,3.038
country/JOR,1998,3.079
country/JOR,1999,0.598
country/JOR,2000,0.674
country/JOR,2001,1.768
country/JOR,2002,1.835
country/JOR,2003,1.627
country/JOR,2004,3.365
country/JOR,2005,3.491
country/JOR,2006,6.255
country/JOR,2007,4.278
country/JOR,2008,12.712
country/JOR,2009,1.286
country/JOR,2010,4.931
country/JOR,2011,4.179
country/JOR,2012,4.609
country/JOR,2013,4.898
country/JOR,2014,2.989
country/JOR,2015,1.098
country/JOR,2016,0.624
country/JOR,2017,3.614
country/JOR,2018,4.451
country/JOR,2019,0.677
country/JOR,2020,0.397
country/JOR,2021,1.319
country/JOR,2022,4.224
country/JOR,2023,2.687
country/JOR,2024,2.568
country/JOR,2025,2.483
country/JOR,2026,2.484
country/JOR,2027,2.485
country/JOR,2028,2.486
country/KWT,2014,2.901
country/KWT,2015,3.276
country/KWT,2016,2.947
country/KWT,2017,1.56
country/KWT,2018,0.556
country/KWT,2019,1.092
country/KWT,2020,2.102
country/KWT,2021,3.424
country/KWT,2022,3.981
country/KWT,2023,3.432
country/KWT,2024,3.083
country/KWT,2025,2.766
country/KWT,2026,2.449
country/KWT,2027,2.094
country/KWT,2028,1.883
country/LBN,1980,23.9
country/LBN,1981,19.3
country/LBN,1982,18.6
country/LBN,1983,7.2
country/LBN,1984,17.6
country/LBN,1985,69.4
country/LBN,1986,95.4
country/LBN,1987,487.2
country/LBN,1988,155.0
country/LBN,1989,72.2
country/LBN,1990,68.9
country/LBN,1991,50.115
country/LBN,1992,99.847
country/LBN,1993,24.737
country/LBN,1994,8.235
country/LBN,1995,10.282
country/LBN,1996,8.879
country/LBN,1997,7.748
country/LBN,1998,4.549
country/LBN,1999,0.241
country/LBN,2000,0.356
country/LBN,2001,0.367
country/LBN,2002,1.759
country/LBN,2003,1.268
country/LBN,2004,1.672
country/LBN,2005,1.426
country/LBN,2006,4.092
country/LBN,2007,4.058
country/LBN,2008,10.698
country/LBN,2009,1.215
country/LBN,2010,3.962
country/LBN,2011,4.986
country/LBN,2012,6.573
country/LBN,2013,5.559
country/LBN,2014,1.128
country/LBN,2015,3.761
country/LBN,2016,0.807
country/LBN,2017,4.485
country/LBN,2018,6.058
country/LBN,2019,2.891
country/LBN,2020,84.88
country/LBN,2021,154.759
country/LBN,2022,171.197
country/OMN,1980,10.011
country/OMN,1981,6.4
country/OMN,1982,2.538
country/OMN,1983,2.074
country/OMN,1984,7.358
country/OMN,1985,3.971
country/OMN,1986,7.644
country/OMN,1987,2.561
country/OMN,1988,1.589
country/OMN,1989,1.564
country/OMN,1990,10.011
country/OMN,1991,4.6
country/OMN,1992,0.956
country/OMN,1993,1.136
country/OMN,1994,0.655
country/OMN,1995,1.131
country/OMN,1996,0.496
country/OMN,1997,0.36
country/OMN,1998,0.429
country/OMN,1999,0.512
country/OMN,2000,1.197
country/OMN,2001,0.841
country/OMN,2002,0.286
country/OMN,2003,0.185
country/OMN,2004,0.757
country/OMN,2005,1.861
country/OMN,2006,3.204
country/OMN,2007,5.892
country/OMN,2008,12.56
country/OMN,2009,3.537
country/OMN,2010,3.256
country/OMN,2011,4.061
country/OMN,2012,2.941
country/OMN,2013,1.041
country/OMN,2014,1.022
country/OMN,2015,0.065
country/OMN,2016,1.109
country/OMN,2017,1.597
country/OMN,2018,0.881
country/OMN,2019,0.134
country/OMN,2020,0.904
country/OMN,2021,1.547
country/OMN,2022,2.812
country/OMN,2023,1.051
country/OMN,2024,1.7
country/OMN,2025,2.0
country/OMN,2026,2.0
country/OMN,2027,2.0
country/OMN,2028,2.0
country/QAT,1980,6.838
country/QAT,1981,8.46
country/QAT,1982,5.7
country/QAT,1983,2.696
country/QAT,1984,1.142
country/QAT,1985,1.129
country/QAT,1986,1.897
country/QAT,1987,4.491
country/QAT,1988,4.822
country/QAT,1989,3.3
country/QAT,1990,3.012
country/QAT,1991,4.511
country/QAT,1992,2.878
country/QAT,1993,0.699
country/QAT,1994,1.408
country/QAT,1995,3.009
country/QAT,1996,6.966
country/QAT,1997,2.731
country/QAT,1998,2.863
country/QAT,1999,2.187
country/QAT,2000,1.556
country/QAT,2001,1.724
country/QAT,2002,0.24
country/QAT,2003,2.26
country/QAT,2004,6.814
country/QAT,2005,8.966
country/QAT,2006,11.709
country/QAT,2007,13.739
country/QAT,2008,15.068
country/QAT,2009,4.87
country/QAT,2010,2.389
country/QAT,2011,1.981
country/QAT,2012,1.829
country/QAT,2013,3.143
country/QAT,2014,4.244
country/QAT,2015,0.939
country/QAT,2016,2.689
country/QAT,2017,0.604
country/QAT,2018,0.1
country/QAT,2019,0.9
country/QAT,2020,2.523
country/QAT,2021,2.277
country/QAT,2022,4.96
country/QAT,2023,2.837
country/QAT,2024,2.285
country/QAT,2025,2.21
country/QAT,2026,2.054
country/QAT,2027,2.041
country/QAT,2028,2.002
country/SAU,1980,4.402
country/SAU,1981,3.589
country/SAU,1982,1.866
country/SAU,1983,0.576
country/SAU,1984,0.676
country/SAU,1985,2.309
country/SAU,1986,3.121
country/SAU,1987,2.394
country/SAU,1988,0.35
country/SAU,1989,1.212
country/SAU,1990,1.056
country/SAU,1991,3.88
country/SAU,1992,1.028
country/SAU,1993,1.241
country/SAU,1994,1.363
country/SAU,1995,5.136
country/SAU,1996,0.27
country/SAU,1997,0.246
country/SAU,1998,0.422
country/SAU,1999,2.123
country/SAU,2000,1.035
country/SAU,2001,1.119
country/SAU,2002,0.111
country/SAU,2003,0.479
country/SAU,2004,0.294
country/SAU,2005,0.573
country/SAU,2006,1.904
country/SAU,2007,4.976
country/SAU,2008,6.121
country/SAU,2009,4.262
country/SAU,2010,3.698
country/SAU,2011,3.744
country/SAU,2012,2.866
country/SAU,2013,3.53
country/SAU,2014,2.236
country/SAU,2015,1.206
country/SAU,2016,2.069
country/SAU,2017,0.838
country/SAU,2018,2.458
country/SAU,2019,2.093
country/SAU,2020,3.445
country/SAU,2021,3.063
country/SAU,2022,2.474
country/SAU,2023,2.473
country/SAU,2024,2.234
country/SAU,2025,1.995
country/SAU,2026,1.975
country/SAU,2027,2.0
country/SAU,2028,2.0
country/SYR,1980,19.332
country/SYR,1981,18.4
country/SYR,1982,14.274
country/SYR,1983,5.987
country/SYR,1984,9.453
country/SYR,1985,16.818
country/SYR,1986,36.187
country/SYR,1987,71.429
country/SYR,1988,30.0
country/SYR,1989,15.385
country/SYR,1990,11.111
country/SYR,1991,9.0
country/SYR,1992,11.1
country/SYR,1993,13.2
country/SYR,1994,15.328
country/SYR,1995,7.722
country/SYR,1996,8.872
country/SYR,1997,1.889
country/SYR,1998,0.953
country/SYR,1999,3.7
country/SYR,2000,3.9
country/SYR,2001,3.401
country/SYR,2002,0.518
country/SYR,2003,5.797
country/SYR,2004,4.433
country/SYR,2005,7.24
country/SYR,2006,10.39
country/SYR,2007,4.677
country/SYR,2008,15.153
country/SYR,2009,2.804
country/SYR,2010,4.398
country/ARE,1980,10.066
country/ARE,1981,7.946
country/ARE,1982,7.083
country/ARE,1983,1.297
country/ARE,1984,2.433
country/ARE,1985,3.5
country/ARE,1986,5.435
country/ARE,1987,5.498
country/ARE,1988,4.995
country/ARE,1989,2.792
country/ARE,1990,0.604
country/ARE,1991,3.4
country/ARE,1992,6.383
country/ARE,1993,5.273
country/ARE,1994,5.699
country/ARE,1995,4.33
country/ARE,1996,2.976
country/ARE,1997,2.966
country/ARE,1998,1.994
country/ARE,1999,2.1
country/ARE,2000,1.348
country/ARE,2001,2.8
country/ARE,2002,2.918
country/ARE,2003,3.119
country/ARE,2004,5.041
country/ARE,2005,6.195
country/ARE,2006,9.285
country/ARE,2007,11.128
country/ARE,2008,12.258
country/ARE,2009,4.725
country/ARE,2010,0.879
country/ARE,2011,0.876
country/ARE,2012,0.663
country/ARE,2013,1.104
country/ARE,2014,2.346
country/ARE,2015,4.068
country/ARE,2016,1.619
country/ARE,2017,1.966
country/ARE,2018,3.071
country/ARE,2019,1.934
country/ARE,2020,2.076
country/ARE,2021,0.113
country/ARE,2022,4.827
country/ARE,2023,3.115
country/ARE,2024,2.3
country/ARE,2025,2.0
country/ARE,2026,2.0
country/ARE,2027,2.0
country/ARE,2028,2.0
country/EGY,1980,20.5
country/EGY,1981,10.4
country/EGY,1982,14.9
country/EGY,1983,15.982
country/EGY,1984,17.06
country/EGY,1985,12.108
country/EGY,1986,23.9
country/EGY,1987,25.185
country/EGY,1988,15.185
country/EGY,1989,20.129
country/EGY,1990,21.219
country/EGY,1991,14.737
country/EGY,1992,21.142
country/EGY,1993,11.042
country/EGY,1994,9.046
country/EGY,1995,9.361
country/EGY,1996,7.095
country/EGY,1997,6.167
country/EGY,1998,5.041
country/EGY,1999,3.745
country/EGY,2000,2.849
country/EGY,2001,2.417
country/EGY,2002,2.258
country/EGY,2003,3.412
country/EGY,2004,8.151
country/EGY,2005,8.703
country/EGY,2006,4.292
country/EGY,2007,10.882
country/EGY,2008,11.742
country/EGY,2009,16.161
country/EGY,2010,11.658
country/EGY,2011,11.056
country/EGY,2012,8.692
country/EGY,2013,6.916
country/EGY,2014,10.093
country/EGY,2015,10.988
country/EGY,2016,10.212
country/EGY,2017,23.534
country/EGY,2018,20.851
country/EGY,2019,13.875
country/EGY,2020,5.7
country/EGY,2021,4.5
country/EGY,2022,8.5
country/EGY,2023,23.516
country/EGY,2024,32.179
country/EGY,2025,19.878
country/EGY,2026,13.77
country/EGY,2027,11.468
country/EGY,2028,9.499
country/YEM,1991,44.913
country/YEM,1992,51.2
country/YEM,1993,61.746
country/YEM,1994,71.277
country/YEM,1995,63.892
country/YEM,1996,38.785
country/YEM,1997,4.635
country/YEM,1998,11.542
country/YEM,1999,7.909
country/YEM,2000,10.964
country/YEM,2001,11.916
country/YEM,2002,12.239
country/YEM,2003,10.831
country/YEM,2004,12.49
country/YEM,2005,9.867
country/YEM,2006,10.845
country/YEM,2007,7.905
country/YEM,2008,18.976
country/YEM,2009,3.675
country/YEM,2010,11.175
country/YEM,2011,19.544
country/YEM,2012,9.885
country/YEM,2013,10.968
country/YEM,2014,8.159
country/YEM,2015,22.0
country/YEM,2016,21.3
country/YEM,2017,30.4
country/YEM,2018,33.645
country/YEM,2019,15.689
country/YEM,2020,21.673
country/YEM,2021,31.464
country/YEM,2022,29.511
country/YEM,2023,14.906
country/YEM,2024,17.273
country/YEM,2025,13.663
country/YEM,2026,11.176
country/YEM,2027,10.0
country/YEM,2028,10.0
country/PSE,1997,7.623
country/PSE,1998,5.58
country/PSE,1999,5.544
country/PSE,2000,2.797
country/PSE,2001,1.224
country/PSE,2002,5.704
country/PSE,2003,4.404
country/PSE,2004,3.007
country/PSE,2005,5.297
country/PSE,2006,3.845
country/PSE,2007,1.858
country/PSE,2008,9.891
country/PSE,2009,2.752
country/PSE,2010,3.751
country/PSE,2011,2.876
country/PSE,2012,2.781
country/PSE,2013,1.723
country/PSE,2014,1.733
country/PSE,2015,1.431
country/PSE,2016,0.22
country/PSE,2017,0.213
country/PSE,2018,0.195
country/PSE,2019,1.557
country/PSE,2020,0.711
country/PSE,2021,1.238
country/PSE,2022,3.74
country/PSE,2023,3.353
country/PSE,2024,2.662
country/PSE,2025,2.475
country/PSE,2026,2.191
country/PSE,2027,1.951
country/PSE,2028,1.966
country/AFG,2003,35.663
country/AFG,2004,16.358
country/AFG,2005,10.569
country/AFG,2006,6.785
country/AFG,2007,8.681
country/AFG,2008,26.419
country/AFG,2009,6.811
country/AFG,2010,2.179
country/AFG,2011,11.804
country/AFG,2012,6.441
country/AFG,2013,7.386
country/AFG,2014,4.674
country/AFG,2015,0.662
country/AFG,2016,4.384
country/AFG,2017,4.976
country/AFG,2018,0.626
country/AFG,2019,2.302
country/AFG,2020,5.607
country/AFG,2021,5.128
country/AFG,2022,13.709
country/BGD,1980,7.692
country/BGD,1981,14.935
country/BGD,1982,13.653
country/BGD,1983,11.102
country/BGD,1984,9.993
country/BGD,1985,10.441
country/BGD,1986,10.313
country/BGD,1987,10.518
country/BGD,1988,10.222
country/BGD,1989,9.182
country/BGD,1990,9.665
country/BGD,1991,9.348
country/BGD,1992,5.862
country/BGD,1993,3.296
country/BGD,1994,4.588
country/BGD,1995,8.857
country/BGD,1996,6.838
country/BGD,1997,2.661
country/BGD,1998,6.657
country/BGD,1999,8.904
country/BGD,2000,3.623
country/BGD,2001,1.812
country/BGD,2002,2.407
country/BGD,2003,3.881
country/BGD,2004,8.139
country/BGD,2005,6.486
country/BGD,2006,7.163
country/BGD,2007,7.205
country/BGD,2008,9.937
country/BGD,2009,6.655
country/BGD,2010,7.316
country/BGD,2011,8.787
country/BGD,2012,8.889
country/BGD,2013,6.777
country/BGD,2014,7.349
country/BGD,2015,6.405
country/BGD,2016,5.916
country/BGD,2017,5.44
country/BGD,2018,5.783
country/BGD,2019,5.475
country/BGD,2020,5.648
country/BGD,2021,5.558
country/BGD,2022,6.15
country/BGD,2023,9.016
country/BGD,2024,7.9
country/BGD,2025,6.8
country/BGD,2026,5.5
country/BGD,2027,5.5
country/BGD,2028,5.5
country/BTN,1980,12.504
country/BTN,1981,4.967
country/BTN,1982,9.918
country/BTN,1983,12.137
country/BTN,1984,13.046
country/BTN,1985,8.001
country/BTN,1986,5.177
country/BTN,1987,7.044
country/BTN,1988,8.183
country/BTN,1989,8.864
country/BTN,1990,9.408
country/BTN,1991,10.345
country/BTN,1992,8.144
country/BTN,1993,9.595
country/BTN,1994,9.497
country/BTN,1995,7.084
country/BTN,1996,8.779
country/BTN,1997,8.551
country/BTN,1998,7.591
country/BTN,1999,9.058
country/BTN,2000,7.183
country/BTN,2001,3.724
country/BTN,2002,2.939
country/BTN,2003,2.472
country/BTN,2004,3.346
country/BTN,2005,4.823
country/BTN,2006,4.93
country/BTN,2007,5.246
country/BTN,2008,6.3
country/BTN,2009,7.127
country/BTN,2010,4.826
country/BTN,2011,8.552
country/BTN,2012,10.115
country/BTN,2013,8.109
country/BTN,2014,9.599
country/BTN,2015,6.671
country/BTN,2016,3.281
country/BTN,2017,4.314
country/BTN,2018,3.661
country/BTN,2019,2.821
country/BTN,2020,3.039
country/BTN,2021,8.215
country/BTN,2022,5.937
country/BTN,2023,5.24
country/BTN,2024,4.44
country/BTN,2025,4.579
country/BTN,2026,4.076
country/BTN,2027,4.003
country/BTN,2028,3.96
country/BRN,1982,0.0
country/BRN,1983,1.166
country/BRN,1984,3.098
country/BRN,1985,2.131
country/BRN,1986,1.781
country/BRN,1987,1.247
country/BRN,1988,1.193
country/BRN,1989,1.304
country/BRN,1990,2.139
country/BRN,1991,1.6
country/BRN,1992,1.28
country/BRN,1993,4.252
country/BRN,1994,2.463
country/BRN,1995,5.967
country/BRN,1996,1.996
country/BRN,1997,1.712
country/BRN,1998,0.441
country/BRN,1999,0.416
country/BRN,2000,1.558
country/BRN,2001,0.596
country/BRN,2002,2.315
country/BRN,2003,0.3
country/BRN,2004,0.814
country/BRN,2005,1.244
country/BRN,2006,0.16
country/BRN,2007,0.968
country/BRN,2008,2.085
country/BRN,2009,1.036
country/BRN,2010,0.357
country/BRN,2011,0.138
country/BRN,2012,0.112
country/BRN,2013,0.389
country/BRN,2014,0.207
country/BRN,2015,0.488
country/BRN,2016,0.279
country/BRN,2017,1.261
country/BRN,2018,1.025
country/BRN,2019,0.391
country/BRN,2020,1.94
country/BRN,2021,1.733
country/BRN,2022,3.683
country/BRN,2023,1.7
country/BRN,2024,1.5
country/BRN,2025,1.0
country/BRN,2026,1.0
country/BRN,2027,1.0
country/BRN,2028,1.0
country/MMR,1998,47.286
country/MMR,1999,26.795
country/MMR,2000,4.254
country/MMR,2001,19.791
country/MMR,2002,21.916
country/MMR,2003,47.469
country/MMR,2004,8.005
country/MMR,2005,6.886
country/MMR,2006,16.551
country/MMR,2007,34.437
country/MMR,2008,20.911
country/MMR,2009,3.692
country/MMR,2010,5.924
country/MMR,2011,6.829
country/MMR,2012,0.36
country/MMR,2013,6.382
country/MMR,2014,5.739
country/MMR,2015,7.259
country/MMR,2016,9.099
country/MMR,2017,4.622
country/MMR,2018,5.944
country/MMR,2019,8.627
country/MMR,2020,5.725
country/MMR,2021,3.642
country/MMR,2022,16.225
country/MMR,2023,14.179
country/MMR,2024,7.825
country/MMR,2025,7.825
country/MMR,2026,7.825
country/MMR,2027,7.825
country/MMR,2028,7.825
country/KHM,1987,31.248
country/KHM,1988,23.0
country/KHM,1989,63.8
country/KHM,1990,141.8
country/KHM,1991,191.0
country/KHM,1992,75.0
country/KHM,1993,114.319
country/KHM,1994,10.44
country/KHM,1995,10.077
country/KHM,1996,7.147
country/KHM,1997,10.503
country/KHM,1998,12.899
country/KHM,1999,1.996
country/KHM,2000,0.826
country/KHM,2001,0.117
country/KHM,2002,0.036
country/KHM,2003,1.027
country/KHM,2004,3.925
country/KHM,2005,6.349
country/KHM,2006,6.143
country/KHM,2007,7.668
country/KHM,2008,24.997
country/KHM,2009,0.663
country/KHM,2010,3.997
country/KHM,2011,5.48
country/KHM,2012,2.933
country/KHM,2013,2.944
country/KHM,2014,3.853
country/KHM,2015,1.215
country/KHM,2016,3.035
country/KHM,2017,2.906
country/KHM,2018,2.46
country/KHM,2019,1.944
country/KHM,2020,2.938
country/KHM,2021,2.921
country/KHM,2022,5.327
country/KHM,2023,1.961
country/KHM,2024,3.04
country/KHM,2025,3.04
country/KHM,2026,3.04
country/KHM,2027,3.0
country/KHM,2028,3.0
country/LKA,1980,26.145
country/LKA,1981,17.969
country/LKA,1982,10.826
country/LKA,1983,13.964
country/LKA,1984,16.638
country/LKA,1985,1.481
country/LKA,1986,7.976
country/LKA,1987,7.717
country/LKA,1988,13.992
country/LKA,1989,11.568
country/LKA,1990,21.495
country/LKA,1991,12.186
country/LKA,1992,11.383
country/LKA,1993,11.747
country/LKA,1994,8.448
country/LKA,1995,7.675
country/LKA,1996,15.937
country/LKA,1997,9.565
country/LKA,1998,9.371
country/LKA,1999,4.692
country/LKA,2000,6.176
country/LKA,2001,14.158
country/LKA,2002,9.551
country/LKA,2003,8.969
country/LKA,2004,9.014
country/LKA,2005,11.009
country/LKA,2006,9.939
country/LKA,2007,15.895
country/LKA,2008,22.356
country/LKA,2009,3.503
country/LKA,2010,6.214
country/LKA,2011,6.73
country/LKA,2012,7.547
country/LKA,2013,6.884
country/LKA,2014,2.784
country/LKA,2015,2.224
country/LKA,2016,3.985
country/LKA,2017,6.58
country/LKA,2018,4.273
country/LKA,2019,4.304
country/LKA,2020,4.569
country/LKA,2021,5.954
country/LKA,2022,45.214
country/TWN,1980,19.023
country/TWN,1981,10.863
country/TWN,1982,2.952
country/TWN,1983,1.37
country/TWN,1984,0.031
country/TWN,1985,0.162
country/TWN,1986,0.699
country/TWN,1987,0.51
country/TWN,1988,1.289
country/TWN,1989,4.416
country/TWN,1990,4.129
country/TWN,1991,3.623
country/TWN,1992,4.462
country/TWN,1993,2.944
country/TWN,1994,4.098
country/TWN,1995,3.666
country/TWN,1996,3.077
country/TWN,1997,0.905
country/TWN,1998,1.684
country/TWN,1999,0.175
country/TWN,2000,1.248
country/TWN,2001,0.003
country/TWN,2002,0.196
country/TWN,2003,0.281
country/TWN,2004,1.608
country/TWN,2005,2.309
country/TWN,2006,0.6
country/TWN,2007,1.796
country/TWN,2008,3.53
country/TWN,2009,0.875
country/TWN,2010,0.966
country/TWN,2011,1.421
country/TWN,2012,1.935
country/TWN,2013,0.792
country/TWN,2014,1.194
country/TWN,2015,0.306
country/TWN,2016,1.393
country/TWN,2017,0.622
country/TWN,2018,1.35
country/TWN,2019,0.559
country/TWN,2020,0.238
country/TWN,2021,1.971
country/TWN,2022,2.947
country/TWN,2023,2.109
country/TWN,2024,1.543
country/TWN,2025,1.414
country/TWN,2026,1.45
country/TWN,2027,1.478
country/TWN,2028,1.462
country/HKG,1980,4.444
country/HKG,1981,9.479
country/HKG,1982,11.016
country/HKG,1983,9.923
country/HKG,1984,8.549
country/HKG,1985,3.556
country/HKG,1986,3.575
country/HKG,1987,5.671
country/HKG,1988,7.83
country/HKG,1989,10.219
country/HKG,1990,10.318
country/HKG,1991,11.192
country/HKG,1992,9.586
country/HKG,1993,8.796
country/HKG,1994,8.816
country/HKG,1995,9.034
country/HKG,1996,6.324
country/HKG,1997,5.818
country/HKG,1998,2.827
country/HKG,1999,3.967
country/HKG,2000,3.723
country/HKG,2001,1.61
country/HKG,2002,3.046
country/HKG,2003,2.587
country/HKG,2004,0.367
country/HKG,2005,0.914
country/HKG,2006,2.0
country/HKG,2007,2.035
country/HKG,2008,4.303
country/HKG,2009,0.579
country/HKG,2010,2.293
country/HKG,2011,5.305
country/HKG,2012,4.054
country/HKG,2013,4.338
country/HKG,2014,4.424
country/HKG,2015,2.991
country/HKG,2016,2.409
country/HKG,2017,1.494
country/HKG,2018,2.406
country/HKG,2019,2.883
country/HKG,2020,0.251
country/HKG,2021,1.569
country/HKG,2022,1.881
country/HKG,2023,2.2
country/HKG,2024,2.3
country/HKG,2025,2.4
country/HKG,2026,2.5
country/HKG,2027,2.5
country/HKG,2028,2.5
country/IND,1980,11.346
country/IND,1981,12.654
country/IND,1982,7.736
country/IND,1983,12.558
country/IND,1984,6.517
country/IND,1985,6.251
country/IND,1986,8.889
country/IND,1987,9.059
country/IND,1988,7.214
country/IND,1989,4.569
country/IND,1990,11.197
country/IND,1991,13.483
country/IND,1992,9.863
country/IND,1993,7.279
country/IND,1994,10.275
country/IND,1995,9.962
country/IND,1996,9.432
country/IND,1997,6.842
country/IND,1998,13.127
country/IND,1999,5.698
country/IND,2000,3.831
country/IND,2001,4.311
country/IND,2002,3.981
country/IND,2003,3.864
country/IND,2004,3.824
country/IND,2005,4.404
country/IND,2006,6.697
country/IND,2007,6.204
country/IND,2008,9.089
country/IND,2009,12.314
country/IND,2010,10.528
country/IND,2011,9.5
country/IND,2012,10.0
country/IND,2013,9.4
country/IND,2014,5.8
country/IND,2015,4.9
country/IND,2016,4.5
country/IND,2017,3.602
country/IND,2018,3.428
country/IND,2019,4.762
country/IND,2020,6.175
country/IND,2021,5.507
country/IND,2022,6.661
country/IND,2023,5.464
country/IND,2024,4.554
country/IND,2025,4.092
country/IND,2026,4.092
country/IND,2027,4.0
country/IND,2028,4.0
country/IDN,1980,18.017
country/IDN,1981,12.244
country/IDN,1982,9.481
country/IDN,1983,11.787
country/IDN,1984,10.475
country/IDN,1985,4.705
