GROUPING ID,Variable,Legend,SERIES_CODE,SERIES_DESCRIPTION,VARIABLE_CODE,VARIABLE_DESCRIPTION
SE_TOT_CPLR.2,"Completion rate, by sex, location, wealth quintile and education level (%)",Sex = Male | Education level = Lower secondary | Quantile = Quantile 1 (poorest),SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",SE_TOT_CPLR@SEX--M__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q1,"Completion rate, by sex, location, wealth quintile and education level (%) [Sex = Male | Education level = Lower secondary | Quantile = Quantile 1 (poorest)]"
SE_TOT_CPLR.2,"Completion rate, by sex, location, wealth quintile and education level (%)",Sex = Male | Education level = Lower secondary | Quantile = Quantile 5 (richest),SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",SE_TOT_CPLR@SEX--M__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q5,"Completion rate, by sex, location, wealth quintile and education level (%) [Sex = Male | Education level = Lower secondary | Quantile = Quantile 5 (richest)]"
SE_TOT_CPLR.3,"Completion rate, by sex, location, wealth quintile and education level (%)",Sex = Female | Education level = Upper secondary | Quantile = Quantile 1 (poorest),SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",SE_TOT_CPLR@SEX--F__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q1,"Completion rate, by sex, location, wealth quintile and education level (%) [Sex = Female | Education level = Upper secondary | Quantile = Quantile 1 (poorest)]"
SE_TOT_CPLR.3,"Completion rate, by sex, location, wealth quintile and education level (%)",Sex = Female | Education level = Upper secondary | Quantile = Quantile 5 (richest),SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",SE_TOT_CPLR@SEX--F__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q5,"Completion rate, by sex, location, wealth quintile and education level (%) [Sex = Female | Education level = Upper secondary | Quantile = Quantile 5 (richest)]"
SE_TOT_CPLR.3,"Completion rate, by sex, location, wealth quintile and education level (%)",Sex = Male | Education level = Upper secondary | Quantile = Quantile 1 (poorest),SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",SE_TOT_CPLR@SEX--M__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q1,"Completion rate, by sex, location, wealth quintile and education level (%) [Sex = Male | Education level = Upper secondary | Quantile = Quantile 1 (poorest)]"
SE_TOT_CPLR.3,"Completion rate, by sex, location, wealth quintile and education level (%)",Sex = Male | Education level = Upper secondary | Quantile = Quantile 5 (richest),SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",SE_TOT_CPLR@SEX--M__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q5,"Completion rate, by sex, location, wealth quintile and education level (%) [Sex = Male | Education level = Upper secondary | Quantile = Quantile 5 (richest)]"
SE_TOT_GPI.1,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Grades 2/3 | Type of skill = Skill: Minimum proficiency in mathematics,SE_TOT_GPI,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_GPI@EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_MATH,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [Education level = Grades 2/3 | Type of skill = Skill: Minimum proficiency in mathematics]
SE_TOT_GPI.1,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Primary | Type of skill = Skill: Minimum proficiency in mathematics,SE_TOT_GPI,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_GPI@EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_MATH,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [Education level = Primary | Type of skill = Skill: Minimum proficiency in mathematics]
SE_TOT_GPI.1,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Lower secondary | Type of skill = Skill: Minimum proficiency in mathematics,SE_TOT_GPI,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_GPI@EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_MATH,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [Education level = Lower secondary | Type of skill = Skill: Minimum proficiency in mathematics]
SE_TOT_GPI.2,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Grades 2/3 | Type of skill = Skill: Minimum proficiency in reading,SE_TOT_GPI,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_GPI@EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_READ,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [Education level = Grades 2/3 | Type of skill = Skill: Minimum proficiency in reading]
SE_TOT_GPI.2,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Primary | Type of skill = Skill: Minimum proficiency in reading,SE_TOT_GPI,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_GPI@EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_READ,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [Education level = Primary | Type of skill = Skill: Minimum proficiency in reading]
SE_TOT_GPI.2,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Lower secondary | Type of skill = Skill: Minimum proficiency in reading,SE_TOT_GPI,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_TOT_GPI@EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_READ,Adjusted gender parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [Education level = Lower secondary | Type of skill = Skill: Minimum proficiency in reading]
SE_TOT_GPI_FS.,"Adjusted gender parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)",Age = 16 to 65 years old | Type of skill = Literacy,SE_TOT_GPI_FS,"Adjusted gender parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)",SE_TOT_GPI_FS@AGE--Y16T65__TYPE_OF_SKILL--SKILL_LTRCY,"Adjusted gender parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio) [Age = 16 to 65 years old | Type of skill = Literacy]"
SE_TOT_GPI_FS.,"Adjusted gender parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)",Age = 16 to 65 years old | Type of skill = Numeracy,SE_TOT_GPI_FS,"Adjusted gender parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)",SE_TOT_GPI_FS@AGE--Y16T65__TYPE_OF_SKILL--SKILL_NMRCY,"Adjusted gender parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio) [Age = 16 to 65 years old | Type of skill = Numeracy]"
SE_TRA_GRDL.,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Education level = Secondary,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@EDUCATION_LEV--AGG_2_3,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) [Education level = Secondary]"
SE_TRA_GRDL.,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Education level = Pre-primary,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@EDUCATION_LEV--ISCED11_02,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) [Education level = Pre-primary]"
SE_TRA_GRDL.,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Education level = Primary,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@EDUCATION_LEV--ISCED11_1,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) [Education level = Primary]"
SE_TRA_GRDL.,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Education level = Lower secondary,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@EDUCATION_LEV--ISCED11_2,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) [Education level = Lower secondary]"
SE_TRA_GRDL.,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",Education level = Upper secondary,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",SE_TRA_GRDL@EDUCATION_LEV--ISCED11_3,"Proportion of teachers with the minimum required qualifications, by education level and sex (%) [Education level = Upper secondary]"
SG_DMK_JDC.,Proportions of positions in the judiciary compared to national distributions (ratio),Type of occupation = JUDGES | Disability status = Persons with disability,SG_DMK_JDC,Proportions of positions in the judiciary compared to national distributions (ratio),SG_DMK_JDC@OCCUPATION--ISCO08_2612__DISABILITY_STATUS--PD,Proportions of positions in the judiciary compared to national distributions (ratio) [Type of occupation = JUDGES | Disability status = Persons with disability]
SG_DMK_JDC.,Proportions of positions in the judiciary compared to national distributions (ratio),Sex = Female | Type of occupation = JUDGES,SG_DMK_JDC,Proportions of positions in the judiciary compared to national distributions (ratio),SG_DMK_JDC@SEX--F__OCCUPATION--ISCO08_2612,Proportions of positions in the judiciary compared to national distributions (ratio) [Sex = Female | Type of occupation = JUDGES]
SG_DMK_PARLMP_LC.,"Ratio for female members of parliaments (Ratio of the proportion of women in parliament in the proportion of women in the national populationÂ with the age of eligibility as a lower bound boundary), Lower Chamber or Unicameral",,SG_DMK_PARLMP_LC,"Ratio for female members of parliaments (Ratio of the proportion of women in parliament in the proportion of women in the national populationÂ with the age of eligibility as a lower bound boundary), Lower Chamber or Unicameral",SG_DMK_PARLMP_LC,"Ratio for female members of parliaments (Ratio of the proportion of women in parliament in the proportion of women in the national populationÂ with the age of eligibility as a lower bound boundary), Lower Chamber or Unicameral"
