GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,DISPLAY,POPULATION_TYPE,VARIABLE,SERIES,SERIES_Name
EMP_NIFL_RT.195,"Informal employment rate (15 to 24 years old) by Arts, entertainment and recreation (ISIC4_R)",Gambling and betting activities (ISIC4_R92),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_R92,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.195,"Informal employment rate (15 to 24 years old) by Arts, entertainment and recreation (ISIC4_R)",Sports activities and amusement and recreation activities (ISIC4_R93),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_R93,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.196,"Informal employment rate (15 years old and over) by Arts, entertainment and recreation (ISIC4_R)","Creative, arts and entertainment activities (ISIC4_R90)",,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_R90,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.196,"Informal employment rate (15 years old and over) by Arts, entertainment and recreation (ISIC4_R)","Libraries, archives, museums and other cultural activities (ISIC4_R91)",,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_R91,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.196,"Informal employment rate (15 years old and over) by Arts, entertainment and recreation (ISIC4_R)",Gambling and betting activities (ISIC4_R92),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_R92,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.196,"Informal employment rate (15 years old and over) by Arts, entertainment and recreation (ISIC4_R)",Sports activities and amusement and recreation activities (ISIC4_R93),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_R93,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.197,"Informal employment rate (25 years old and over) by Arts, entertainment and recreation (ISIC4_R)","Creative, arts and entertainment activities (ISIC4_R90)",,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_R90,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.197,"Informal employment rate (25 years old and over) by Arts, entertainment and recreation (ISIC4_R)","Libraries, archives, museums and other cultural activities (ISIC4_R91)",,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_R91,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.197,"Informal employment rate (25 years old and over) by Arts, entertainment and recreation (ISIC4_R)",Gambling and betting activities (ISIC4_R92),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_R92,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.197,"Informal employment rate (25 years old and over) by Arts, entertainment and recreation (ISIC4_R)",Sports activities and amusement and recreation activities (ISIC4_R93),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_R93,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.198,Informal employment rate (15 to 24 years old) by Other service activities (ISIC4_S),Activities of membership organizations (ISIC4_S94),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_S94,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.198,Informal employment rate (15 to 24 years old) by Other service activities (ISIC4_S),Repair of computers and personal and household goods (ISIC4_S95),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_S95,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.198,Informal employment rate (15 to 24 years old) by Other service activities (ISIC4_S),Other personal service activities (ISIC4_S96),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_S96,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.199,Informal employment rate (15 years old and over) by Other service activities (ISIC4_S),Activities of membership organizations (ISIC4_S94),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_S94,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.199,Informal employment rate (15 years old and over) by Other service activities (ISIC4_S),Repair of computers and personal and household goods (ISIC4_S95),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_S95,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.199,Informal employment rate (15 years old and over) by Other service activities (ISIC4_S),Other personal service activities (ISIC4_S96),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_S96,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.200,Informal employment rate (25 years old and over) by Other service activities (ISIC4_S),Activities of membership organizations (ISIC4_S94),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_S94,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.200,Informal employment rate (25 years old and over) by Other service activities (ISIC4_S),Repair of computers and personal and household goods (ISIC4_S95),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_S95,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.200,Informal employment rate (25 years old and over) by Other service activities (ISIC4_S),Other personal service activities (ISIC4_S96),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_S96,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.201,Informal employment rate (15 to 24 years old) by Activities of households as employers of domestic personnel (ISIC4_T97),Activities of households as employers of domestic personnel (ISIC4_T97),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_T97,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.202,Informal employment rate (15 years old and over) by Activities of households as employers of domestic personnel (ISIC4_T97),Activities of households as employers of domestic personnel (ISIC4_T97),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_T97,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.203,Informal employment rate (25 years old and over) by Activities of households as employers of domestic personnel (ISIC4_T97),Activities of households as employers of domestic personnel (ISIC4_T97),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_T97,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.204,Informal employment rate (15 to 24 years old) by Undifferentiated goods- and services-producing activities of private households for own use (ISIC4_T98),Undifferentiated goods- and services-producing activities of private households for own use (ISIC4_T98),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_T98,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.205,Informal employment rate (15 years old and over) by Undifferentiated goods- and services-producing activities of private households for own use (ISIC4_T98),Undifferentiated goods- and services-producing activities of private households for own use (ISIC4_T98),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_T98,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.206,Informal employment rate (25 years old and over) by Undifferentiated goods- and services-producing activities of private households for own use (ISIC4_T98),Undifferentiated goods- and services-producing activities of private households for own use (ISIC4_T98),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_T98,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.207,Informal employment rate (15 to 24 years old) by Activities of extraterritorial organizations and bodies (ISIC4_U99),Activities of extraterritorial organizations and bodies (ISIC4_U99),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC4_U99,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.208,Informal employment rate (15 years old and over) by Activities of extraterritorial organizations and bodies (ISIC4_U99),Activities of extraterritorial organizations and bodies (ISIC4_U99),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC4_U99,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.209,Informal employment rate (25 years old and over) by Activities of extraterritorial organizations and bodies (ISIC4_U99),Activities of extraterritorial organizations and bodies (ISIC4_U99),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC4_U99,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.210,Informal employment rate (15 to 24 years old),No schooling,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--_X,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.211,Informal employment rate (15 years old and over),No schooling,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--_X,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.212,Informal employment rate (25 to 34 years old),No schooling,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--_X,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.213,Informal employment rate (25 to 54 years old),No schooling,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--_X,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.214,Informal employment rate (25 years old and over),No schooling,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__EDUCATION_LEVEL--_X,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.215,Informal employment rate (35 to 44 years old),No schooling,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y35T44__EDUCATION_LEVEL--_X,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.216,Informal employment rate (45 to 54 years old),No schooling,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y45T54__EDUCATION_LEVEL--_X,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.217,Informal employment rate (55 to 64 years old),No schooling,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y55T64__EDUCATION_LEVEL--_X,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.218,Informal employment rate (65 years old and over),No schooling,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE65__EDUCATION_LEVEL--_X,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.219,Informal employment rate (15 to 24 years old) by Aggregate education levels,Less than basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.219,Informal employment rate (15 to 24 years old) by Aggregate education levels,Basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.219,Informal employment rate (15 to 24 years old) by Aggregate education levels,Intermediate education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.219,Informal employment rate (15 to 24 years old) by Aggregate education levels,Advanced education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.219,Informal employment rate (15 to 24 years old) by Aggregate education levels,Education level not stated,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__EDUCATION_LEVEL--_UNK,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.220,Informal employment rate (15 years old and over) by Aggregate education levels,Less than basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.220,Informal employment rate (15 years old and over) by Aggregate education levels,Basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.220,Informal employment rate (15 years old and over) by Aggregate education levels,Intermediate education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.220,Informal employment rate (15 years old and over) by Aggregate education levels,Advanced education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.220,Informal employment rate (15 years old and over) by Aggregate education levels,Education level not stated,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__EDUCATION_LEVEL--_UNK,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.221,Informal employment rate (25 to 34 years old) by Aggregate education levels,Less than basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.221,Informal employment rate (25 to 34 years old) by Aggregate education levels,Basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.221,Informal employment rate (25 to 34 years old) by Aggregate education levels,Intermediate education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.221,Informal employment rate (25 to 34 years old) by Aggregate education levels,Advanced education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.221,Informal employment rate (25 to 34 years old) by Aggregate education levels,Education level not stated,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T34__EDUCATION_LEVEL--_UNK,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.222,Informal employment rate (25 to 54 years old) by Aggregate education levels,Less than basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.222,Informal employment rate (25 to 54 years old) by Aggregate education levels,Basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.222,Informal employment rate (25 to 54 years old) by Aggregate education levels,Intermediate education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.222,Informal employment rate (25 to 54 years old) by Aggregate education levels,Advanced education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.222,Informal employment rate (25 to 54 years old) by Aggregate education levels,Education level not stated,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T54__EDUCATION_LEVEL--_UNK,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.223,Informal employment rate (25 years old and over) by Aggregate education levels,Less than basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.223,Informal employment rate (25 years old and over) by Aggregate education levels,Basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.223,Informal employment rate (25 years old and over) by Aggregate education levels,Intermediate education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.223,Informal employment rate (25 years old and over) by Aggregate education levels,Advanced education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.223,Informal employment rate (25 years old and over) by Aggregate education levels,Education level not stated,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__EDUCATION_LEVEL--_UNK,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.224,Informal employment rate (35 to 44 years old) by Aggregate education levels,Less than basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y35T44__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.224,Informal employment rate (35 to 44 years old) by Aggregate education levels,Basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y35T44__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.224,Informal employment rate (35 to 44 years old) by Aggregate education levels,Intermediate education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y35T44__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.224,Informal employment rate (35 to 44 years old) by Aggregate education levels,Advanced education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y35T44__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.224,Informal employment rate (35 to 44 years old) by Aggregate education levels,Education level not stated,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y35T44__EDUCATION_LEVEL--_UNK,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.225,Informal employment rate (45 to 54 years old) by Aggregate education levels,Less than basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y45T54__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.225,Informal employment rate (45 to 54 years old) by Aggregate education levels,Basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y45T54__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.225,Informal employment rate (45 to 54 years old) by Aggregate education levels,Intermediate education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y45T54__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.225,Informal employment rate (45 to 54 years old) by Aggregate education levels,Advanced education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y45T54__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.225,Informal employment rate (45 to 54 years old) by Aggregate education levels,Education level not stated,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y45T54__EDUCATION_LEVEL--_UNK,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.226,Informal employment rate (55 to 64 years old) by Aggregate education levels,Less than basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y55T64__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.226,Informal employment rate (55 to 64 years old) by Aggregate education levels,Basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y55T64__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.226,Informal employment rate (55 to 64 years old) by Aggregate education levels,Intermediate education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y55T64__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.226,Informal employment rate (55 to 64 years old) by Aggregate education levels,Advanced education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y55T64__EDUCATION_LEVEL--EDU_AGGREGATE_ADV,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.226,Informal employment rate (55 to 64 years old) by Aggregate education levels,Education level not stated,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y55T64__EDUCATION_LEVEL--_UNK,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.227,Informal employment rate (65 years old and over) by Aggregate education levels,Less than basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE65__EDUCATION_LEVEL--EDU_AGGREGATE_LTB,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.227,Informal employment rate (65 years old and over) by Aggregate education levels,Basic education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE65__EDUCATION_LEVEL--EDU_AGGREGATE_BAS,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.227,Informal employment rate (65 years old and over) by Aggregate education levels,Intermediate education level,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE65__EDUCATION_LEVEL--EDU_AGGREGATE_INT,EMP_NIFL_RT,Informal employment rate 
