,GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,SERIES_CODE,SERIES_DESCRIPTION,VARIABLE_CODE,VARIABLE_DESCRIPTION,Node
,SD_MDP_MUHC.1,"Proportion of population living in multidimensional poverty, by age group (%)",Age = under 6 years old,1,SD_MDP_MUHC,Proportion of population living in multidimensional poverty (%),SD_MDP_MUHC@AGE--Y0T5,Proportion of population living in multidimensional poverty [under 6 years old],dcid:sdg/SD_MDP_MUHC.AGE--Y0T5
,SD_MDP_MUHC.1,"Proportion of population living in multidimensional poverty, by age group (%)",Age = under 10 years old,1,SD_MDP_MUHC,Proportion of population living in multidimensional poverty (%),SD_MDP_MUHC@AGE--Y0T9,Proportion of population living in multidimensional poverty [under 10 years old],dcid:sdg/SD_MDP_MUHC.AGE--Y0T9
,SD_MDP_MUHC.2,"Proportion of population living in multidimensional poverty, by sex (%)",Sex = Female,1,SD_MDP_MUHC,Proportion of population living in multidimensional poverty (%),SD_MDP_MUHC@SEX--F,Proportion of population living in multidimensional poverty [Female],dcid:sdg/SD_MDP_MUHC.SEX--F
,SD_MDP_MUHC.2,"Proportion of population living in multidimensional poverty, by sex (%)",Sex = Male,1,SD_MDP_MUHC,Proportion of population living in multidimensional poverty (%),SD_MDP_MUHC@SEX--M,Proportion of population living in multidimensional poverty [Male],dcid:sdg/SD_MDP_MUHC.SEX--M
,SD_MDP_MUHC.3,"Proportion of population living in multidimensional poverty, by location (%)",Location = Rural,1,SD_MDP_MUHC,Proportion of population living in multidimensional poverty (%),SD_MDP_MUHC@URBANISATION--R,Proportion of population living in multidimensional poverty [Rural],dcid:sdg/SD_MDP_MUHC.URBANISATION--R
,SD_MDP_MUHC.3,"Proportion of population living in multidimensional poverty, by location (%)",Location = Urban,1,SD_MDP_MUHC,Proportion of population living in multidimensional poverty (%),SD_MDP_MUHC@URBANISATION--U,Proportion of population living in multidimensional poverty [Urban],dcid:sdg/SD_MDP_MUHC.URBANISATION--U
,SD_MDP_MUHHC.,Proportion of households living in multidimensional poverty (%),Total,1,SD_MDP_MUHHC,Proportion of households living in multidimensional poverty (%),SD_MDP_MUHHC,Proportion of households living in multidimensional poverty,dcid:sdg/SD_MDP_MUHHC
,SD_MDP_MUHHC.,Proportion of households living in multidimensional poverty (%),Location = Rural,1,SD_MDP_MUHHC,Proportion of households living in multidimensional poverty (%),SD_MDP_MUHHC@URBANISATION--R,Proportion of households living in multidimensional poverty [Rural],dcid:sdg/SD_MDP_MUHHC.URBANISATION--R
,SD_MDP_MUHHC.,Proportion of households living in multidimensional poverty (%),Location = Urban,1,SD_MDP_MUHHC,Proportion of households living in multidimensional poverty (%),SD_MDP_MUHHC@URBANISATION--U,Proportion of households living in multidimensional poverty [Urban],dcid:sdg/SD_MDP_MUHHC.URBANISATION--U
,SD_XPD_ESED.,"Proportion of total government spending on essential services, education (%)",Total,1,SD_XPD_ESED,"Proportion of total government spending on essential services, education (%)",SD_XPD_ESED,"Proportion of total government spending on essential services, education",dcid:sdg/SD_XPD_ESED
,SD_XPD_MNPO.,"Proportion of government spending in health, direct social transfers and education which benefit the monetary poor (%)",Total,1,SD_XPD_MNPO,"Proportion of government spending in health, direct social transfers and education which benefit the monetary poor (%)",SD_XPD_MNPO,"Proportion of government spending in health, direct social transfers and education which benefit the monetary poor",dcid:sdg/SD_XPD_MNPO
,SE_ACC_HNDWSH.,"Proportion of schools with basic handwashing facilities, by education level (%)",Education level = Primary,1,SE_ACC_HNDWSH,"Proportion of schools with basic handwashing facilities, by education level (%)",SE_ACC_HNDWSH@EDUCATION_LEV--ISCED11_1,Proportion of schools with basic handwashing facilities [Primary education],dcid:sdg/SE_ACC_HNDWSH.EDUCATION_LEV--ISCED11_1
,SE_ACC_HNDWSH.,"Proportion of schools with basic handwashing facilities, by education level (%)",Education level = Lower secondary,1,SE_ACC_HNDWSH,"Proportion of schools with basic handwashing facilities, by education level (%)",SE_ACC_HNDWSH@EDUCATION_LEV--ISCED11_2,Proportion of schools with basic handwashing facilities [Lower secondary education],dcid:sdg/SE_ACC_HNDWSH.EDUCATION_LEV--ISCED11_2
,SE_ACC_HNDWSH.,"Proportion of schools with basic handwashing facilities, by education level (%)",Education level = Upper secondary,1,SE_ACC_HNDWSH,"Proportion of schools with basic handwashing facilities, by education level (%)",SE_ACC_HNDWSH@EDUCATION_LEV--ISCED11_3,Proportion of schools with basic handwashing facilities [Upper secondary education],dcid:sdg/SE_ACC_HNDWSH.EDUCATION_LEV--ISCED11_3
,SE_ACS_CMPTR.,"Proportion of schools with access toÂ computers for pedagogical purposes, by education level (%)",Education level = Secondary,1,SE_ACS_CMPTR,"Proportion of schools with access toÂ computers for pedagogical purposes, by education level (%)",SE_ACS_CMPTR@EDUCATION_LEV--AGG_2_3,Proportion of schools with access to computers for pedagogical purposes [Secondary education],dcid:sdg/SE_ACS_CMPTR.EDUCATION_LEV--AGG_2_3
,SE_ACS_CMPTR.,"Proportion of schools with access toÂ computers for pedagogical purposes, by education level (%)",Education level = Primary,1,SE_ACS_CMPTR,"Proportion of schools with access toÂ computers for pedagogical purposes, by education level (%)",SE_ACS_CMPTR@EDUCATION_LEV--ISCED11_1,Proportion of schools with access to computers for pedagogical purposes [Primary education],dcid:sdg/SE_ACS_CMPTR.EDUCATION_LEV--ISCED11_1
,SE_ACS_CMPTR.,"Proportion of schools with access toÂ computers for pedagogical purposes, by education level (%)",Education level = Lower secondary,1,SE_ACS_CMPTR,"Proportion of schools with access toÂ computers for pedagogical purposes, by education level (%)",SE_ACS_CMPTR@EDUCATION_LEV--ISCED11_2,Proportion of schools with access to computers for pedagogical purposes [Lower secondary education],dcid:sdg/SE_ACS_CMPTR.EDUCATION_LEV--ISCED11_2
,SE_ACS_CMPTR.,"Proportion of schools with access toÂ computers for pedagogical purposes, by education level (%)",Education level = Upper secondary,1,SE_ACS_CMPTR,"Proportion of schools with access toÂ computers for pedagogical purposes, by education level (%)",SE_ACS_CMPTR@EDUCATION_LEV--ISCED11_3,Proportion of schools with access to computers for pedagogical purposes [Upper secondary education],dcid:sdg/SE_ACS_CMPTR.EDUCATION_LEV--ISCED11_3
,SE_ACS_ELECT.,"Proportion of schools with access toÂ electricity, by education level (%)",Education level = Primary,1,SE_ACS_ELECT,"Proportion of schools with access toÂ electricity, by education level (%)",SE_ACS_ELECT@EDUCATION_LEV--ISCED11_1,Proportion of schools with access to electricity [Primary education],dcid:sdg/SE_ACS_ELECT.EDUCATION_LEV--ISCED11_1
,SE_ACS_ELECT.,"Proportion of schools with access toÂ electricity, by education level (%)",Education level = Lower secondary,1,SE_ACS_ELECT,"Proportion of schools with access toÂ electricity, by education level (%)",SE_ACS_ELECT@EDUCATION_LEV--ISCED11_2,Proportion of schools with access to electricity [Lower secondary education],dcid:sdg/SE_ACS_ELECT.EDUCATION_LEV--ISCED11_2
,SE_ACS_ELECT.,"Proportion of schools with access toÂ electricity, by education level (%)",Education level = Upper secondary,1,SE_ACS_ELECT,"Proportion of schools with access toÂ electricity, by education level (%)",SE_ACS_ELECT@EDUCATION_LEV--ISCED11_3,Proportion of schools with access to electricity [Upper secondary education],dcid:sdg/SE_ACS_ELECT.EDUCATION_LEV--ISCED11_3
,SE_ACS_H2O.,"Proportion of schools with access to basic drinking water, by education level (%)",Education level = Primary,1,SE_ACS_H2O,"Proportion of schools with access to basic drinking water, by education level (%)",SE_ACS_H2O@EDUCATION_LEV--ISCED11_1,Proportion of schools with access to basic drinking water [Primary education],dcid:sdg/SE_ACS_H2O.EDUCATION_LEV--ISCED11_1
,SE_ACS_H2O.,"Proportion of schools with access to basic drinking water, by education level (%)",Education level = Lower secondary,1,SE_ACS_H2O,"Proportion of schools with access to basic drinking water, by education level (%)",SE_ACS_H2O@EDUCATION_LEV--ISCED11_2,Proportion of schools with access to basic drinking water [Lower secondary education],dcid:sdg/SE_ACS_H2O.EDUCATION_LEV--ISCED11_2
,SE_ACS_H2O.,"Proportion of schools with access to basic drinking water, by education level (%)",Education level = Upper secondary,1,SE_ACS_H2O,"Proportion of schools with access to basic drinking water, by education level (%)",SE_ACS_H2O@EDUCATION_LEV--ISCED11_3,Proportion of schools with access to basic drinking water [Upper secondary education],dcid:sdg/SE_ACS_H2O.EDUCATION_LEV--ISCED11_3
,SE_ACS_INTNT.,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",Education level = Secondary,1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",SE_ACS_INTNT@EDUCATION_LEV--AGG_2_3,Proportion of schools with access to the internet for pedagogical purposes [Secondary education],dcid:sdg/SE_ACS_INTNT.EDUCATION_LEV--AGG_2_3
,SE_ACS_INTNT.,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",Education level = Primary,1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",SE_ACS_INTNT@EDUCATION_LEV--ISCED11_1,Proportion of schools with access to the internet for pedagogical purposes [Primary education],dcid:sdg/SE_ACS_INTNT.EDUCATION_LEV--ISCED11_1
,SE_ACS_INTNT.,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",Education level = Lower secondary,1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",SE_ACS_INTNT@EDUCATION_LEV--ISCED11_2,Proportion of schools with access to the internet for pedagogical purposes [Lower secondary education],dcid:sdg/SE_ACS_INTNT.EDUCATION_LEV--ISCED11_2
,SE_ACS_INTNT.,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",Education level = Upper secondary,1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",SE_ACS_INTNT@EDUCATION_LEV--ISCED11_3,Proportion of schools with access to the internet for pedagogical purposes [Upper secondary education],dcid:sdg/SE_ACS_INTNT.EDUCATION_LEV--ISCED11_3
,SE_ACS_SANIT.,"Proportion of schools with access to single-sex basic sanitation, by education level (%)",Education level = Primary,1,SE_ACS_SANIT,"Proportion of schools with access to single-sex basic sanitation, by education level (%)",SE_ACS_SANIT@EDUCATION_LEV--ISCED11_1,Proportion of schools with access to single-sex basic sanitation [Primary education],dcid:sdg/SE_ACS_SANIT.EDUCATION_LEV--ISCED11_1
,SE_ACS_SANIT.,"Proportion of schools with access to single-sex basic sanitation, by education level (%)",Education level = Lower secondary,1,SE_ACS_SANIT,"Proportion of schools with access to single-sex basic sanitation, by education level (%)",SE_ACS_SANIT@EDUCATION_LEV--ISCED11_2,Proportion of schools with access to single-sex basic sanitation [Lower secondary education],dcid:sdg/SE_ACS_SANIT.EDUCATION_LEV--ISCED11_2
,SE_ACS_SANIT.,"Proportion of schools with access to single-sex basic sanitation, by education level (%)",Education level = Upper secondary,1,SE_ACS_SANIT,"Proportion of schools with access to single-sex basic sanitation, by education level (%)",SE_ACS_SANIT@EDUCATION_LEV--ISCED11_3,Proportion of schools with access to single-sex basic sanitation [Upper secondary education],dcid:sdg/SE_ACS_SANIT.EDUCATION_LEV--ISCED11_3
,SE_ADT_ACTS.0,"Proportion of youth and adults with information and communications technology (ICT) skills: Changing privacy settings on your device, account or app to limit the sharing of personal data and information (e.g. name, contact information, photos), by age group (%)",Age = 15 to 24 years old,1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@AGE--Y15T24__TYPE_OF_SKILL--SKILL_ICTPRVCY,"Proportion of youth and adults with information and communications technology skills [15 to 24 years old, Changing privacy settings on your device, account or app to limit the sharing of personal data and information (e.g. name, contact information, photos)]",dcid:sdg/SE_ADT_ACTS.AGE--Y15T24__TYPE_OF_SKILL--SKILL_ICTPRVCY
,SE_ADT_ACTS.0,"Proportion of youth and adults with information and communications technology (ICT) skills: Changing privacy settings on your device, account or app to limit the sharing of personal data and information (e.g. name, contact information, photos), by age group (%)",Age = 25 to 74 years old,1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@AGE--Y25T74__TYPE_OF_SKILL--SKILL_ICTPRVCY,"Proportion of youth and adults with information and communications technology skills [25 to 74 years old, Changing privacy settings on your device, account or app to limit the sharing of personal data and information (e.g. name, contact information, photos)]",dcid:sdg/SE_ADT_ACTS.AGE--Y25T74__TYPE_OF_SKILL--SKILL_ICTPRVCY
,SE_ADT_ACTS.0,"Proportion of youth and adults with information and communications technology (ICT) skills: Changing privacy settings on your device, account or app to limit the sharing of personal data and information (e.g. name, contact information, photos), by age group (%)",Age = 75 years old and over,1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@AGE--Y_GE75__TYPE_OF_SKILL--SKILL_ICTPRVCY,"Proportion of youth and adults with information and communications technology skills [75 years old and over, Changing privacy settings on your device, account or app to limit the sharing of personal data and information (e.g. name, contact information, photos)]",dcid:sdg/SE_ADT_ACTS.AGE--Y_GE75__TYPE_OF_SKILL--SKILL_ICTPRVCY
,SE_ADT_ACTS.0,"Proportion of youth and adults with information and communications technology (ICT) skills: Changing privacy settings on your device, account or app to limit the sharing of personal data and information (e.g. name, contact information, photos), by age group (%)",Age = under 15 years old,1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@AGE--Y0T14__TYPE_OF_SKILL--SKILL_ICTPRVCY,"Proportion of youth and adults with information and communications technology skills [under 15 years old, Changing privacy settings on your device, account or app to limit the sharing of personal data and information (e.g. name, contact information, photos)]",dcid:sdg/SE_ADT_ACTS.AGE--Y0T14__TYPE_OF_SKILL--SKILL_ICTPRVCY
