Query,SV,Place,Exception,EmptyResult,WrongPlace,ChartSVRank,EmbeddingsSVRank
the size of farms owned by american indians or alaska natives in nevada,Area_Farm_PrimaryProducer_AmericanIndianOrAlaskaNativeAlone,geoId/32,,,*,0,0
the land area used for agriculture by american indians or alaska natives in nevada,Area_Farm_PrimaryProducer_AmericanIndianOrAlaskaNativeAlone,geoId/32,,,*,0,0
people who produce goods in asia in nevada,Area_Farm_PrimaryProducer_AsianAlone,geoId/32,,,*,-1,-1
producers of goods in asia in nevada,Area_Farm_PrimaryProducer_AsianAlone,geoId/32,,,*,-1,-1
manufacturers in asia in nevada,Area_Farm_PrimaryProducer_AsianAlone,geoId/32,,,*,-1,-1
african americans who produce goods and services in new york,Area_Farm_PrimaryProducer_BlackOrAfricanAmericanAlone,geoId/36,,,*,-1,0
african americans who are involved in primary production in new york,Area_Farm_PrimaryProducer_BlackOrAfricanAmericanAlone,geoId/36,,,*,-1,0
african americans who are primary producers in new york,Area_Farm_PrimaryProducer_BlackOrAfricanAmericanAlone,geoId/36,,,*,-1,0
hispanic farmers in kentucky,Area_Farm_PrimaryProducer_HispanicOrLatino,geoId/21,,,,5,3
hispanic agricultural producers in kentucky,Area_Farm_PrimaryProducer_HispanicOrLatino,geoId/21,,,,0,0
hispanic people who grow crops in kentucky,Area_Farm_PrimaryProducer_HispanicOrLatino,geoId/21,,,,2,1
area where native hawaiians or other pacific islanders are the main farmers in idaho,Area_Farm_PrimaryProducer_NativeHawaiianOrOtherPacificIslanderAlone,geoId/16,,,,5,3
area where native hawaiians or other pacific islanders are the primary producers of farm products in idaho,Area_Farm_PrimaryProducer_NativeHawaiianOrOtherPacificIslanderAlone,geoId/16,,,,0,0
area where native hawaiians or other pacific islanders are the main agricultural producers in idaho,Area_Farm_PrimaryProducer_NativeHawaiianOrOtherPacificIslanderAlone,geoId/16,,,,1,1
multiracial primary farm area in ohio,Area_Farm_PrimaryProducer_TwoOrMoreRaces,geoId/39,,,,0,0
farm area for multiracial people in ohio,Area_Farm_PrimaryProducer_TwoOrMoreRaces,geoId/39,,,,0,0
area where multiracial people farm in ohio,Area_Farm_PrimaryProducer_TwoOrMoreRaces,geoId/39,,,,0,0
the total area of farms owned by white primary producers in washington,Area_Farm_PrimaryProducer_WhiteAlone,geoId/53,,,,1,1
the total area of land used by white primary producers for farming in washington,Area_Farm_PrimaryProducer_WhiteAlone,geoId/53,,,,0,0
the total area of land farmed by white primary producers in washington,Area_Farm_PrimaryProducer_WhiteAlone,geoId/53,,,,1,1
american indian or alaska native farmer in louisiana,Area_Farm_Producer_AmericanIndianOrAlaskaNativeAlone,geoId/22,,,*,0,0
native american farmer in louisiana,Area_Farm_Producer_AmericanIndianOrAlaskaNativeAlone,geoId/22,,,,0,0
indigenous farmer in louisiana,Area_Farm_Producer_AmericanIndianOrAlaskaNativeAlone,geoId/22,,,,0,0
asian-owned farms in louisiana,Area_Farm_Producer_AsianAlone,geoId/22,,,,2,1
farms with asian owners in louisiana,Area_Farm_Producer_AsianAlone,geoId/22,,,,2,1
farms operated by asians in louisiana,Area_Farm_Producer_AsianAlone,geoId/22,,,,2,1
black producers in new mexico,Area_Farm_Producer_BlackOrAfricanAmericanAlone,geoId/35,,,,0,0
african american creators in new mexico,Area_Farm_Producer_BlackOrAfricanAmericanAlone,geoId/35,,,,-1,-1
african american filmmakers in new mexico,Area_Farm_Producer_BlackOrAfricanAmericanAlone,geoId/35,,,,19,10
farmland for hispanic producers in nebraska,Area_Farm_Producer_HispanicOrLatino,geoId/31,,,,0,0
land for hispanic farmers in nebraska,Area_Farm_Producer_HispanicOrLatino,geoId/31,,,,0,0
agricultural land for hispanic producers in nebraska,Area_Farm_Producer_HispanicOrLatino,geoId/31,,,,1,1
farmers who are native hawaiian or from other pacific islands in south carolina,Area_Farm_Producer_NativeHawaiianOrOtherPacificIslanderAlone,geoId/45,,,,2,1
agricultural producers who are native hawaiian or from other pacific islands in south carolina,Area_Farm_Producer_NativeHawaiianOrOtherPacificIslanderAlone,geoId/45,,,,0,0
people who farm and are native hawaiian or from other pacific islands in south carolina,Area_Farm_Producer_NativeHawaiianOrOtherPacificIslanderAlone,geoId/45,,,,3,2
farmers of multiple races in south carolina,Area_Farm_Producer_TwoOrMoreRaces,geoId/45,,,,2,1
farmers of mixed race in south carolina,Area_Farm_Producer_TwoOrMoreRaces,geoId/45,,,,2,1
farmers of diverse racial backgrounds in south carolina,Area_Farm_Producer_TwoOrMoreRaces,geoId/45,,,,2,1
the area of farms owned by white producers in hawaii,Area_Farm_Producer_WhiteAlone,geoId/15,,,,0,0
the land area of farms owned by white producers in hawaii,Area_Farm_Producer_WhiteAlone,geoId/15,,,,0,0
the acreage of farms owned by white producers in hawaii,Area_Farm_Producer_WhiteAlone,geoId/15,,,,0,0
the area of farms growing rice in california,Area_Farm_Rice,geoId/06,,,,0,0
the amount of land used for rice farming in california,Area_Farm_Rice,geoId/06,,,,0,0
the size of the rice fields in california,Area_Farm_Rice,geoId/06,,,,0,0
the amount of land used for sorghum farming in nebraska,Area_Farm_SorghumForGrain,geoId/31,,,,0,0
the acreage of sorghum farms in nebraska,Area_Farm_SorghumForGrain,geoId/31,,,,0,0
the land area devoted to sorghum cultivation in nebraska,Area_Farm_SorghumForGrain,geoId/31,,,,0,0
the total area of sorghum farms in the united states in tennessee,Area_Farm_SorghumForSilageOrGreenchop,geoId/47,,,*,5,3
the total amount of land used for sorghum silage in the united states in tennessee,Area_Farm_SorghumForSilageOrGreenchop,geoId/47,,,*,1,1
the total acreage of sorghum silage farms in the united states in tennessee,Area_Farm_SorghumForSilageOrGreenchop,geoId/47,,,*,0,0
the amount of land used to grow sugarbeets for sugar production in colorado,Area_Farm_SugarbeetsForSugar,geoId/08,,,,0,0
the size of the farms that grow sugarbeets for sugar production in colorado,Area_Farm_SugarbeetsForSugar,geoId/08,,,,2,1
the land area used for sugarbeet cultivation in colorado,Area_Farm_SugarbeetsForSugar,geoId/08,,,,0,0
the amount of land used to grow sunflower seeds in west virginia,Area_Farm_SunflowerSeed,geoId/54,,,,0,0
the acreage of sunflower seed farms in west virginia,Area_Farm_SunflowerSeed,geoId/54,,,,0,0
the land area devoted to sunflower seed cultivation in west virginia,Area_Farm_SunflowerSeed,geoId/54,,,,0,0
the amount of land used to grow sweet potatoes in indiana,Area_Farm_SweetPotatoes,geoId/18,,,,0,0
the size of the sweet potato farms in indiana,Area_Farm_SweetPotatoes,geoId/18,,,,2,1
the land area used for sweet potato cultivation in indiana,Area_Farm_SweetPotatoes,geoId/18,,,,0,0
the amount of land used for growing upland cotton in south carolina,Area_Farm_UplandCotton,geoId/45,,,,0,0
the size of the farms that grow upland cotton in south carolina,Area_Farm_UplandCotton,geoId/45,,,,0,0
the acreage of land used for upland cotton cultivation in south carolina,Area_Farm_UplandCotton,geoId/45,,,,0,0
the size of the land area where vegetables are grown for sale in massachusetts,Area_Farm_VegetablesHarvestedForSale,geoId/25,,,*,-1,0
the amount of land that is used to grow vegetables for sale in massachusetts,Area_Farm_VegetablesHarvestedForSale,geoId/25,,,,0,0
the acreage of land that is used to grow vegetables for sale in massachusetts,Area_Farm_VegetablesHarvestedForSale,geoId/25,,,,0,0
the amount of land used for wheat farming in north carolina,Area_Farm_WheatForGrain,geoId/37,,,,0,0
the size of the wheat-growing region in north carolina,Area_Farm_WheatForGrain,geoId/37,,,,2,1
the acreage of wheat fields in north carolina,Area_Farm_WheatForGrain,geoId/37,,,,0,0
the amount of land used for growing winter wheat in montana,Area_Farm_WinterWheatForGrain,geoId/30,,,,0,0
the size of the farms that grow winter wheat in montana,Area_Farm_WinterWheatForGrain,geoId/30,,,,2,1
the land area used for winter wheat cultivation in montana,Area_Farm_WinterWheatForGrain,geoId/30,,,,0,0
the total area affected by floods in north dakota,Area_FloodEvent,geoId/38,,,,-1,0
the total area flooded in north dakota,Area_FloodEvent,geoId/38,,,,0,0
the total area covered by floods in north dakota,Area_FloodEvent,geoId/38,,,,-1,1
the total area burned by wildland fires in alaska,Area_WildlandFireEvent,geoId/02,,,,-1,0
the total acreage burned by wildland fires in alaska,Area_WildlandFireEvent,geoId/02,,,,-1,1
the total land area burned by wildland fires in alaska,Area_WildlandFireEvent,geoId/02,,,,-1,0
atmospheric pressure at sea level in clark county,AtmosphericPressure_SurfaceLevel,geoId/32003,,,,0,0
air pressure at sea level in clark county,AtmosphericPressure_SurfaceLevel,geoId/32003,,,,0,0
pressure of the atmosphere at sea level in clark county,AtmosphericPressure_SurfaceLevel,geoId/32003,*,,,,
the total area that was burned in kansas,BurnedArea_FireEvent,geoId/20,,,,0,0
the total area that burned down in kansas,BurnedArea_FireEvent,geoId/20,,,,0,0
the total area that was scorched in kansas,BurnedArea_FireEvent,geoId/20,,,,0,0
the total area of forest that burned in new mexico,BurnedArea_FireEvent_Forest,geoId/35,,,,0,0
the total area of forest that was burned in new mexico,BurnedArea_FireEvent_Forest,geoId/35,,,,0,0
the total area of forest that has burned in new mexico,BurnedArea_FireEvent_Forest,geoId/35,,,,0,0
pm25 smoke concentration in shawano county,Concentration_AirPollutant_SmokePM25,geoId/55115,,,,4,3
concentration of pm25 smoke in shawano county,Concentration_AirPollutant_SmokePM25,geoId/55115,,,,4,2
amount of pm25 smoke in shawano county,Concentration_AirPollutant_SmokePM25,geoId/55115,,,,4,3
number of consecutive days without rain in washington county,ConsecutiveDryDays,geoId/05143,,,*,0,0
number of days in a row without rain in washington county,ConsecutiveDryDays,geoId/05143,,,*,0,0
number of days with no precipitation in washington county,ConsecutiveDryDays,geoId/05143,,,*,0,0
flood insurance in iowa,CountOfClaims_NaturalHazardInsurance_BuildingStructureAndContents_FloodEvent,geoId/19,,,,-1,0
flood coverage in iowa,CountOfClaims_NaturalHazardInsurance_BuildingStructureAndContents_FloodEvent,geoId/19,,,,-1,0
flood protection in iowa,CountOfClaims_NaturalHazardInsurance_BuildingStructureAndContents_FloodEvent,geoId/19,,,,-1,0
births in mexico,Count_BirthEvent,country/MEX,,,*,-1,-1
births in mexico,Count_BirthEvent,country/MEX,,,*,-1,-1
giving birth in mexico,Count_BirthEvent,country/MEX,,,*,-1,-1
births per person in kenya,Count_BirthEvent_AsAFractionOfCount_Person,country/KEN,,,,-1,1
number of births per capita in kenya,Count_BirthEvent_AsAFractionOfCount_Person,country/KEN,,,,-1,0
birth rate in kenya,Count_BirthEvent_AsAFractionOfCount_Person,country/KEN,,,,-1,4
 in thailand,Count_BirthEvent_LiveBirth_AsFractionOf_Count_Person,country/THA,,,,-1,-1
mothers with 9th to 12th grade education giving birth in wyoming,Count_BirthEvent_LiveBirth_Mother9ThTo12ThGradeNoDiploma,geoId/56,,,,0,0
births to mothers with 9th to 12th grade education in wyoming,Count_BirthEvent_LiveBirth_Mother9ThTo12ThGradeNoDiploma,geoId/56,,,,0,0
mothers with 9th to 12th grade education having babies in wyoming,Count_BirthEvent_LiveBirth_Mother9ThTo12ThGradeNoDiploma,geoId/56,,,,2,1
births to american indian or alaska native mothers in north dakota,Count_BirthEvent_LiveBirth_MotherAmericanIndianOrAlaskaNativeAlone,geoId/38,,,*,0,0
live births to american indian or alaska native mothers in north dakota,Count_BirthEvent_LiveBirth_MotherAmericanIndianOrAlaskaNativeAlone,geoId/38,,,*,0,0
live births to mothers of american indian or alaska native descent in north dakota,Count_BirthEvent_LiveBirth_MotherAmericanIndianOrAlaskaNativeAlone,geoId/38,,,*,0,0
asian indian mothers' live births in oklahoma,Count_BirthEvent_LiveBirth_MotherAsianIndian,geoId/40,,,,0,0
live births to asian indian mothers in oklahoma,Count_BirthEvent_LiveBirth_MotherAsianIndian,geoId/40,,,,0,0
asian indian mothers who have given birth in oklahoma,Count_BirthEvent_LiveBirth_MotherAsianIndian,geoId/40,,,,0,0
births to asian or pacific islander mothers in kentucky,Count_BirthEvent_LiveBirth_MotherAsianOrPacificIslander,geoId/21,,,,0,0
live births to asian or pacific islander women in kentucky,Count_BirthEvent_LiveBirth_MotherAsianOrPacificIslander,geoId/21,,,,0,0
live births to mothers of asian or pacific islander descent in kentucky,Count_BirthEvent_LiveBirth_MotherAsianOrPacificIslander,geoId/21,,,,0,0
births to mothers with associate's degrees in texas,Count_BirthEvent_LiveBirth_MotherAssociatesDegree,geoId/48,,,,0,0
live births to mothers with associate's degrees in texas,Count_BirthEvent_LiveBirth_MotherAssociatesDegree,geoId/48,,,,0,0
live births of mothers who have associate's degrees in texas,Count_BirthEvent_LiveBirth_MotherAssociatesDegree,geoId/48,,,,0,0
births to mothers with a bachelor's degree in south carolina,Count_BirthEvent_LiveBirth_MotherBachelorsDegree,geoId/45,,,,0,0
live births to mothers with a bachelor's degree in south carolina,Count_BirthEvent_LiveBirth_MotherBachelorsDegree,geoId/45,,,,0,0
live births of mothers who have a bachelor's degree in south carolina,Count_BirthEvent_LiveBirth_MotherBachelorsDegree,geoId/45,,,,0,0
live births to african american mothers in south carolina,Count_BirthEvent_LiveBirth_MotherBlackOrAfricanAmericanAlone,geoId/45,,,,0,0
african american mothers' live births in south carolina,Count_BirthEvent_LiveBirth_MotherBlackOrAfricanAmericanAlone,geoId/45,,,,0,0
live births by african american mothers in south carolina,Count_BirthEvent_LiveBirth_MotherBlackOrAfricanAmericanAlone,geoId/45,,,,0,0
births to chinese mothers in south carolina,Count_BirthEvent_LiveBirth_MotherChinese,geoId/45,,,,0,0
live births to chinese women in south carolina,Count_BirthEvent_LiveBirth_MotherChinese,geoId/45,,,,0,0
newborns born to chinese mothers in south carolina,Count_BirthEvent_LiveBirth_MotherChinese,geoId/45,,,,0,0
births to mothers with doctorate and professional degrees in wyoming,Count_BirthEvent_LiveBirth_MotherDoctorateDegreeOrProfessionalSchoolDegree,geoId/56,,,,0,0
live births to mothers with advanced degrees in wyoming,Count_BirthEvent_LiveBirth_MotherDoctorateDegreeOrProfessionalSchoolDegree,geoId/56,,,,0,0
