dcid,Name,Description,Override_Alternatives,Curated_Alternatives
Annual_Emissions_CarbonDioxide_SandQuarry,"Annual Amount of Emissions: Sand Quarry, Carbon Dioxide",Annual Emissions of Carbon Dioxide in Sand Quarry,,
Annual_Emissions_CarbonDioxide_SolidFuelTransformation,"Annual Amount of Emissions: Solid Fuel Transformation, Carbon Dioxide",Annual Emissions of Carbon Dioxide in Solid Fuel Transformation,,
Annual_Emissions_CarbonDioxide_SteelManufacturing,"Annual Amount of Emissions: Steel Manufacturing, Carbon Dioxide",Annual Emissions of Carbon Dioxide in Steel Manufacturing,,
Annual_Emissions_CarbonDioxide_Transportation,"Annual Amount of Emissions: Transportation, Carbon Dioxide",Annual Emissions of Carbon Dioxide in Transportation,,
Annual_Emissions_CarbonDioxide_WasteManagement,"Annual Amount of Emissions: Waste Management, Carbon Dioxide",Annual Emissions of Carbon Dioxide in Waste Management,,
Annual_Emissions_EPA_OtherFullyFluorinatedCompound_NonBiogenic,"Annual Amount of Emissions: Non Biogenic Emission Source, EPA_Other Fully Fluorinated Compound",Annual Emissions of Non Biogenic Other Fully Fluorinated Compound,,
Annual_Emissions_GreenhouseGas_Agriculture,"Annual Amount of Emissions: Agriculture, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Agriculture,,
Annual_Emissions_GreenhouseGas_AluminumProduction,"Annual Amount of Emissions: Aluminum Production, Greenhouse Gas",,,
Annual_Emissions_GreenhouseGas_AmmoniaManufacturing_NonBiogenic,"Annual Amount of Emissions: Ammonia Manufacturing, Non Biogenic Emission Source",Annual Emissions of Greenhouse Gas Non Biogenic Ammonia From Manufacturing,,
Annual_Emissions_GreenhouseGas_BauxiteMining,"Annual Amount of Emissions: Bauxite Mining, Greenhouse Gas",,,
Annual_Emissions_GreenhouseGas_CementProduction,"Annual Amount of Emissions: Cement Production, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Cement Production,,
Annual_Emissions_GreenhouseGas_CementProduction_NonBiogenic,"Annual Amount of Emissions: Cement Production, Non Biogenic Emission Source",Annual Emissions of Greenhouse Gas Non Biogenic From Cement Production,,
Annual_Emissions_GreenhouseGas_ClimateTrace_OtherEnergyUse,"Annual Amount of Emissions: Other Energy Use, Greenhouse Gas",Annual Emissions of Greenhouse Gas Climate Trace in Other Energy Use,,
Annual_Emissions_GreenhouseGas_ClimateTrace_OtherManufacturing,"Annual Amount of Emissions: Other Manufacturing, Greenhouse Gas",Annual Emissions of Greenhouse Gas Climate Trace in Other Manufacturing,,
Annual_Emissions_GreenhouseGas_ClimateTrace_OtherTransportation,"Annual Amount of Emissions: Other Transportation, Greenhouse Gas",Annual Emissions of Greenhouse Gas Climate Trace in Other Transportation,,
Annual_Emissions_GreenhouseGas_CopperMining,"Annual Amount of Emissions: Copper Mining, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Copper Mining,,
Annual_Emissions_GreenhouseGas_CroplandFire,"Annual Amount of Emissions: Cropland Fire, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Cropland Fire,,
Annual_Emissions_GreenhouseGas_ElectricityGeneration,"Annual Amount of Emissions: Electricity Generation, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Electricity Generation,,
Annual_Emissions_GreenhouseGas_ElectricityGeneration_NonBiogenic,"Annual Amount of Emissions: Electricity Generation, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas in Electricity Generation,,
Annual_Emissions_GreenhouseGas_ElectricityGenerationFromThermalPowerPlant,"Annual Amount of Emissions: Electricity Generation From Thermal Power Plant, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Electricity Generation From Thermal Power Plant,,
Annual_Emissions_GreenhouseGas_ElectronicsManufacture_NonBiogenic,"Annual Amount of Emissions: Electronics Manufacture, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas in Electronics Manufacture,,
Annual_Emissions_GreenhouseGas_EntericFermentation,"Annual Amount of Emissions: Enteric Fermentation, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Enteric Fermentation,,
Annual_Emissions_GreenhouseGas_FluorinatedGHGProduction_NonBiogenic,"Annual Amount of Emissions: Fluorinated GHGProduction, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas in Fluorinated GHG Production,,
Annual_Emissions_GreenhouseGas_ForestClearing,"Annual Amount of Emissions: Forest Clearing, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Forest Clearing,,
Annual_Emissions_GreenhouseGas_ForestFire,"Annual Amount of Emissions: Forest Fire, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Forest Fire,,
Annual_Emissions_GreenhouseGas_ForestryAndLandUse,"Annual Amount of Emissions: Forestry And Land Use, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Forestry and Land Use,,
Annual_Emissions_GreenhouseGas_FuelCombustionForAviation,"Annual Amount of Emissions: Fuel Combustion for Aviation, Greenhouse Gas",Annual Emissions of Greenhouse Gas For Aviation,,
Annual_Emissions_GreenhouseGas_FuelCombustionForCooking,"Annual Amount of Emissions: Fuel Combustion for Cooking, Greenhouse Gas",Annual Emissions of Greenhouse Gas For Cooking,,
Annual_Emissions_GreenhouseGas_FuelCombustionForRailways,"Annual Amount of Emissions: Fuel Combustion for Railways, Greenhouse Gas",Annual Emissions of Greenhouse Gas For Railways,,
Annual_Emissions_GreenhouseGas_FuelCombustionForRefrigerationAirConditioning,"Annual Amount of Emissions: Fuel Combustion for Refrigeration Air Conditioning, Greenhouse Gas",Annual Emissions of Greenhouse Gas For Refrigeration Air Conditioning,,
Annual_Emissions_GreenhouseGas_FuelCombustionForResidentialCommercialOnsiteHeating,"Annual Amount of Emissions: Fuel Combustion for Residential Commercial Onsite Heating, Greenhouse Gas",Annual Emissions of Greenhouse Gas For Residential Commercial Onsite Heating,,
Annual_Emissions_GreenhouseGas_FuelCombustionForRoadVehicles,"Annual Amount of Emissions: Fuel Combustion for Road Vehicles, Greenhouse Gas",Annual Emissions of Greenhouse Gas For Road Vehicles,,
Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,"Annual Amount of Emissions: Fuel Combustion in Buildings, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Buildings,,
Annual_Emissions_GreenhouseGas_GlassProduction_NonBiogenic,"Annual Amount of Emissions: Glass Production, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas From Glass Production,,
Annual_Emissions_GreenhouseGas_HydrogenProduction_NonBiogenic,"Annual Amount of Emissions: Hydrogen Production, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas From Hydrogen Production,,
Annual_Emissions_GreenhouseGas_IndustrialWasteLandfills_NonBiogenic,"Annual Amount of Emissions: Industrial Waste Landfills, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas From Industrial Waste Landfills,,
Annual_Emissions_GreenhouseGas_IndustrialWastewaterTreatment_NonBiogenic,"Annual Amount of Emissions: Industrial Wastewater Treatment, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas From Industrial Waste Landfills,,
Annual_Emissions_GreenhouseGas_IronAndSteelProduction_NonBiogenic,"Annual Amount of Emissions: Iron And Steel Production, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas From Iron and Steel Production,,
Annual_Emissions_GreenhouseGas_IronMining,"Annual Amount of Emissions: Iron Mining, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Iron Mining,,
Annual_Emissions_GreenhouseGas_LimeProduction_NonBiogenic,"Annual Amount of Emissions: Lime Production, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas From Lime Production,,
Annual_Emissions_GreenhouseGas_ManagedSoils,"Annual Amount of Emissions: Managed Soils, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Managed Soils,,
Annual_Emissions_GreenhouseGas_Manufacturing,"Annual Amount of Emissions: Manufacturing, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Manufacturing,,
Annual_Emissions_GreenhouseGas_ManureManagement,"Annual Amount of Emissions: Manure Management, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Manure Management,,
Annual_Emissions_GreenhouseGas_MaritimeShipping,"Annual Amount of Emissions: Maritime Shipping, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Maritime Shipping,,
Annual_Emissions_GreenhouseGas_MaritimeTransport,"Annual Amount of Emissions: Maritime Transport, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Maritime Transport,,
Annual_Emissions_GreenhouseGas_MineralExtraction,"Annual Amount of Emissions: Mineral Extraction, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Mineral Extraction,,
Annual_Emissions_GreenhouseGas_MiscellaneousUseOfCarbonates_NonBiogenic,"Annual Amount of Emissions: Miscellaneous Use of Carbonates, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas From Miscellaneous Use of Carbonates,,
Annual_Emissions_GreenhouseGas_MunicipalLandfills_NonBiogenic,"Annual Amount of Emissions: Municipal Landfills, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas From Municipal Landfills,,
Annual_Emissions_GreenhouseGas_NitricAcidProduction_NonBiogenic,"Annual Amount of Emissions: Nitric Acid Production, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas From Nitric Acid Production,,
Annual_Emissions_GreenhouseGas_NonBiogenic_Per_Annual_Generation_Electricity,Annual Non-Biogenic Greenhouse Gas Emissions per Unit of Electricity Generated,Annual Emissions of Non Biogenic Greenhouse Gas in Generation Electricity,,
Annual_Emissions_GreenhouseGas_OilAndGas,"Annual Amount of Emissions: Oil And Gas, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Oil and Gas,,
Annual_Emissions_GreenhouseGas_OilAndGasProduction,"Annual Amount of Emissions: Oil And Gas Production, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Oil and Gas Production,,
Annual_Emissions_GreenhouseGas_OpenBurningWaste,"Annual Amount of Emissions: Open Burning Waste, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Open Burning Waste,,
Annual_Emissions_GreenhouseGas_PetrochemicalProduction,"Annual Amount of Emissions: Petrochemical Production, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Petrochemical Production,,
Annual_Emissions_GreenhouseGas_PetrochemicalProduction_NonBiogenic,"Annual Amount of Emissions: Petrochemical Production, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas in Petrochemical Production,,
Annual_Emissions_GreenhouseGas_PetroleumAndNaturalGasSystems_Processing_NonBiogenic,"Annual Amount of Emissions: Petroleum And Natural Gas Systems_Processing, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas in Petroleum and Natural Gas Systems Processing,,
Annual_Emissions_GreenhouseGas_PetroleumAndNaturalGasSystems_TransmissionOrCompression_NonBiogenic,"Annual Amount of Emissions: Petroleum And Natural Gas Systems_Transmission or Compression, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas in Petroleum and Natural Gas Systems Transmission or Compression,,
Annual_Emissions_GreenhouseGas_PetroleumAndNaturalGasSystems_UndergroundStorage_NonBiogenic,"Annual Amount of Emissions: Petroleum And Natural Gas Systems_Underground Storage, Non Biogenic Emission Source",Annual Emissions of Greenhouse Gas in Petroleum and Natural Gas Systems Underground Storage,,
Annual_Emissions_GreenhouseGas_PetroleumRefining,"Annual Amount of Emissions: Petroleum Refining, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Petroleum Refining,,
Annual_Emissions_GreenhouseGas_PetroleumRefining_NonBiogenic,"Annual Amount of Emissions: Petroleum Refining, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas in Petroleum Refining,,
Annual_Emissions_GreenhouseGas_PulpAndPaperManufacturing,"Annual Amount of Emissions: Pulp And Paper Manufacturing, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Pulp and Paper Manufacturing,,
Annual_Emissions_GreenhouseGas_PulpAndPaperManufacturing_NonBiogenic,"Annual Amount of Emissions: Pulp And Paper Manufacturing, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas in Pulp and Paper Manufacturing,,
Annual_Emissions_GreenhouseGas_RiceCultivation,"Annual Amount of Emissions: Rice Cultivation, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Rice Cultivation,,
Annual_Emissions_GreenhouseGas_RockQuarry,"Annual Amount of Emissions: Rock Quarry, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Rock Quarry,,
Annual_Emissions_GreenhouseGas_SandQuarry,"Annual Amount of Emissions: Sand Quarry, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Sand Quarry,,
Annual_Emissions_GreenhouseGas_SavannaFire,"Annual Amount of Emissions: Savanna Fire, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Savanna Fire,,
Annual_Emissions_GreenhouseGas_ShrublandFire,"Annual Amount of Emissions: Shrubland Fire, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Shrubland Fire,,
Annual_Emissions_GreenhouseGas_SolidFuelTransformation,"Annual Amount of Emissions: Solid Fuel Transformation, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Solid Fuel Transformation,,
Annual_Emissions_GreenhouseGas_SolidWasteDisposal,"Annual Amount of Emissions: Solid Waste Disposal, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Solid Waste Disposal,,
Annual_Emissions_GreenhouseGas_StationaryCombustion_NonBiogenic,"Annual Amount of Emissions: Stationary Combustion, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas in Stationary Combustion,,
Annual_Emissions_GreenhouseGas_SteelManufacturing,"Annual Amount of Emissions: Steel Manufacturing, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Steel Manufacturing,,
Annual_Emissions_GreenhouseGas_Transportation,"Annual Amount of Emissions: Transportation, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Transportation,,
Annual_Emissions_GreenhouseGas_UndergroundCoalMines_NonBiogenic,"Annual Amount of Emissions: Underground Coal Mines, Non Biogenic Emission Source",Annual Emissions of Non Biogenic Greenhouse Gas in Underground Coal Mines,,
Annual_Emissions_GreenhouseGas_WasteManagement,"Annual Amount of Emissions: Waste Management, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Waste Management,,
Annual_Emissions_GreenhouseGas_WastewaterTreatmentAndDischarge,"Annual Amount of Emissions: Wastewater Treatment And Discharge, Greenhouse Gas",Annual Emissions of Greenhouse Gas in Wastewater Treatment and Discharge,,
Annual_Emissions_Hydrofluorocarbon_NonBiogenic,"Annual Amount of Emissions: Non Biogenic Emission Source, Hydrofluorocarbon",Annual Emissions of Non Biogenic Hydrofluorocarbon,,
Annual_Emissions_Hydrofluoroether_NonBiogenic,"Annual Amount of Emissions: Non Biogenic Emission Source, Hydrofluoroether",Annual Emissions of Non Biogenic Hydrofluoroether,,
Annual_Emissions_Methane_Agriculture,"Annual Amount of Emissions: Agriculture, Methane",Annual Emissions of Methane in Agriculture,,
Annual_Emissions_Methane_BiologicalTreatmentOfSolidWasteAndBiogenic,"Annual Amount of Emissions: Biological Treatment of Solid Waste And Biogenic, Methane",Annual Emissions of Methane in Biological Treatment of Solid Waste and Biogenic,,
Annual_Emissions_Methane_ClimateTrace_OtherEnergyUse,"Annual Amount of Emissions: Other Energy Use, Methane",Annual Emissions of Methane Climate Trace in Other Energy Use,,
Annual_Emissions_Methane_ClimateTrace_OtherFossilFuelOperations,"Annual Amount of Emissions: Other Fossil Fuel Operations, Methane",Annual Emissions of Methane Climate Trace in Other Fossil Fuel Operations,,
Annual_Emissions_Methane_ClimateTrace_OtherManufacturing,"Annual Amount of Emissions: Other Manufacturing, Methane",Annual Emissions of Methane Climate Trace in Other Manufacturing,,
Annual_Emissions_Methane_ClimateTrace_OtherOnsiteFuelUsage,"Annual Amount of Emissions: Other Onsite Fuel Usage, Methane",Annual Emissions of Methane Climate Trace in Other Onsite Fuel Usage,,
Annual_Emissions_Methane_ClimateTrace_OtherTransportation,"Annual Amount of Emissions: Other Transportation, Methane",Annual Emissions of Methane Climate Trace in Other Transportation,,
Annual_Emissions_Methane_CoalMining,"Annual Amount of Emissions: Coal Mining, Methane",Annual Emissions of Methane in Coal Mining,,
Annual_Emissions_Methane_CroplandFire,"Annual Amount of Emissions: Cropland Fire, Methane",Annual Emissions of Methane in Cropland Fire,,
Annual_Emissions_Methane_EntericFermentation,"Annual Amount of Emissions: Enteric Fermentation, Methane",Annual Emissions of Methane in Enteric Fermentation,,
Annual_Emissions_Methane_FossilFuelOperations,"Annual Amount of Emissions: Fossil Fuel Operations, Methane",Annual Emissions of Methane in Fossil Fuel Operations,,
Annual_Emissions_Methane_FuelCombustionForDomesticAviation,"Annual Amount of Emissions: Fuel Combustion for Domestic Aviation, Methane",Annual Emissions of Methane For Domestic Aviation,,
Annual_Emissions_Methane_FuelCombustionForInternationalAviation,"Annual Amount of Emissions: Fuel Combustion for International Aviation, Methane",Annual Emissions of Methane For International Aviation,,
Annual_Emissions_Methane_FuelCombustionForRailways,"Annual Amount of Emissions: Fuel Combustion for Railways, Methane",Annual Emissions of Methane For Railways,,
