dcid,sentence
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDPeru,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Peru;Climate finance provided;Climate finance commitments provided to Peru for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDPhilippines,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Philippines;Climate finance provided;Climate finance commitments provided to Philippines for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDRwanda,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Rwanda;Climate finance provided;Climate finance commitments provided to Rwanda for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSaintHelena,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Saint Helena;Climate finance provided;Climate finance commitments provided to Saint Helena for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSaintKittsandNevis,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Saint Kitts and Nevis;Climate finance provided;Climate finance commitments provided to Saint Kitts and Nevis for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSaintLucia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Saint Lucia;Climate finance provided;Climate finance commitments provided to Saint Lucia for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSaintVincentandtheGrenadines,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Saint Vincent and the Grenadines;Climate finance provided;Climate finance commitments provided to Saint Vincent and the Grenadines for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSamoa,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Samoa;Climate finance provided;Climate finance commitments provided to Samoa for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSaoTomeandPrincipe,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Sao Tome and Principe;Climate finance provided;Climate finance commitments provided to Sao Tome and Principe for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSenegal,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Senegal;Climate finance provided;Climate finance commitments provided to Senegal for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSerbia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Serbia;Climate finance provided;Climate finance commitments provided to Serbia for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSeychelles,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Seychelles;Climate finance provided;Climate finance commitments provided to Seychelles for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSierraLeone,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Sierra Leone;Climate finance provided;Climate finance commitments provided to Sierra Leone for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSolomonIslands,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Solomon Islands;Climate finance provided;Climate finance commitments provided to Solomon Islands for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSomalia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Somalia;Climate finance provided;Climate finance commitments provided to Somalia for cross-cutting through oda grants in current USD
custom/statvar_188,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - South & Central Asia, regional;Climate finance provided;Climate finance commitments provided to South & Central Asia, regional for cross-cutting through oda grants in current USD"
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSouthAfrica,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - South Africa;Climate finance provided;Climate finance commitments provided to South Africa for cross-cutting through oda grants in current USD
custom/statvar_189,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - South America, regional;Climate finance provided;Climate finance commitments provided to South America, regional for cross-cutting through oda grants in current USD"
custom/statvar_190,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - South Asia, regional;Climate finance provided;Climate finance commitments provided to South Asia, regional for cross-cutting through oda grants in current USD"
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSouthSudan,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - South Sudan;Climate finance provided;Climate finance commitments provided to South Sudan for cross-cutting through oda grants in current USD
custom/statvar_191,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Southern Africa, regional;Climate finance provided;Climate finance commitments provided to Southern Africa, regional for cross-cutting through oda grants in current USD"
custom/statvar_192,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - South of Sahara, regional;Climate finance provided;Climate finance commitments provided to South of Sahara, regional for cross-cutting through oda grants in current USD"
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSriLanka,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Sri Lanka;Climate finance provided;Climate finance commitments provided to Sri Lanka for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDStatesExYugoslaviaunspecified,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - States Ex-Yugoslavia unspecified;Climate finance provided;Climate finance commitments provided to States Ex-Yugoslavia unspecified for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSudan,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Sudan;Climate finance provided;Climate finance commitments provided to Sudan for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSuriname,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Suriname;Climate finance provided;Climate finance commitments provided to Suriname for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDSyrianArabRepublic,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Syrian Arab Republic;Climate finance provided;Climate finance commitments provided to Syrian Arab Republic for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDTajikistan,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Tajikistan;Climate finance provided;Climate finance commitments provided to Tajikistan for cross-cutting through oda grants in current USD
