dcid,Name,Description,Override_Alternatives,Curated_Alternatives
sdg/SE_ALP_CPLR.EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q5,Adjusted location parity index for completion rate [Education level = Lower secondary | Quantile = Quantile 5 (richest)],Adjusted location parity index for completion rate [Education level = Lower secondary | Quantile = Quantile 5 (richest)],,
sdg/SE_ALP_CPLR.EDUCATION_LEV--ISCED11_3,Adjusted location parity index for completion rate [Education level = Upper secondary],Adjusted location parity index for completion rate [Education level = Upper secondary],,
sdg/SE_ALP_CPLR.EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q1,Adjusted location parity index for completion rate [Education level = Upper secondary | Quantile = Quantile 1 (poorest)],Adjusted location parity index for completion rate [Education level = Upper secondary | Quantile = Quantile 1 (poorest)],,
sdg/SE_ALP_CPLR.EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q2,Adjusted location parity index for completion rate [Education level = Upper secondary | Quantile = Quantile 2],Adjusted location parity index for completion rate [Education level = Upper secondary | Quantile = Quantile 2],,
sdg/SE_ALP_CPLR.EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q3,Adjusted location parity index for completion rate [Education level = Upper secondary | Quantile = Quantile 3],Adjusted location parity index for completion rate [Education level = Upper secondary | Quantile = Quantile 3],,
sdg/SE_ALP_CPLR.EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q4,Adjusted location parity index for completion rate [Education level = Upper secondary | Quantile = Quantile 4],Adjusted location parity index for completion rate [Education level = Upper secondary | Quantile = Quantile 4],,
sdg/SE_ALP_CPLR.EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q5,Adjusted location parity index for completion rate [Education level = Upper secondary | Quantile = Quantile 5 (richest)],Adjusted location parity index for completion rate [Education level = Upper secondary | Quantile = Quantile 5 (richest)],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_1,Adjusted location parity index for completion rate [Sex = Female | Education level = Primary],Adjusted location parity index for completion rate [Sex = Female | Education level = Primary],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q1,Adjusted location parity index for completion rate [Sex = Female | Education level = Primary | Quantile = Quantile 1 (poorest)],Adjusted location parity index for completion rate [Sex = Female | Education level = Primary | Quantile = Quantile 1 (poorest)],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q2,Adjusted location parity index for completion rate [Sex = Female | Education level = Primary | Quantile = Quantile 2],Adjusted location parity index for completion rate [Sex = Female | Education level = Primary | Quantile = Quantile 2],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q3,Adjusted location parity index for completion rate [Sex = Female | Education level = Primary | Quantile = Quantile 3],Adjusted location parity index for completion rate [Sex = Female | Education level = Primary | Quantile = Quantile 3],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q4,Adjusted location parity index for completion rate [Sex = Female | Education level = Primary | Quantile = Quantile 4],Adjusted location parity index for completion rate [Sex = Female | Education level = Primary | Quantile = Quantile 4],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q5,Adjusted location parity index for completion rate [Sex = Female | Education level = Primary | Quantile = Quantile 5 (richest)],Adjusted location parity index for completion rate [Sex = Female | Education level = Primary | Quantile = Quantile 5 (richest)],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_2,Adjusted location parity index for completion rate [Sex = Female | Education level = Lower secondary],Adjusted location parity index for completion rate [Sex = Female | Education level = Lower secondary],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q1,Adjusted location parity index for completion rate [Sex = Female | Education level = Lower secondary | Quantile = Quantile 1 (poorest)],Adjusted location parity index for completion rate [Sex = Female | Education level = Lower secondary | Quantile = Quantile 1 (poorest)],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q2,Adjusted location parity index for completion rate [Sex = Female | Education level = Lower secondary | Quantile = Quantile 2],Adjusted location parity index for completion rate [Sex = Female | Education level = Lower secondary | Quantile = Quantile 2],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q3,Adjusted location parity index for completion rate [Sex = Female | Education level = Lower secondary | Quantile = Quantile 3],Adjusted location parity index for completion rate [Sex = Female | Education level = Lower secondary | Quantile = Quantile 3],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q4,Adjusted location parity index for completion rate [Sex = Female | Education level = Lower secondary | Quantile = Quantile 4],Adjusted location parity index for completion rate [Sex = Female | Education level = Lower secondary | Quantile = Quantile 4],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q5,Adjusted location parity index for completion rate [Sex = Female | Education level = Lower secondary | Quantile = Quantile 5 (richest)],Adjusted location parity index for completion rate [Sex = Female | Education level = Lower secondary | Quantile = Quantile 5 (richest)],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_3,Adjusted location parity index for completion rate [Sex = Female | Education level = Upper secondary],Adjusted location parity index for completion rate [Sex = Female | Education level = Upper secondary],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q1,Adjusted location parity index for completion rate [Sex = Female | Education level = Upper secondary | Quantile = Quantile 1 (poorest)],Adjusted location parity index for completion rate [Sex = Female | Education level = Upper secondary | Quantile = Quantile 1 (poorest)],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q2,Adjusted location parity index for completion rate [Sex = Female | Education level = Upper secondary | Quantile = Quantile 2],Adjusted location parity index for completion rate [Sex = Female | Education level = Upper secondary | Quantile = Quantile 2],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q3,Adjusted location parity index for completion rate [Sex = Female | Education level = Upper secondary | Quantile = Quantile 3],Adjusted location parity index for completion rate [Sex = Female | Education level = Upper secondary | Quantile = Quantile 3],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q4,Adjusted location parity index for completion rate [Sex = Female | Education level = Upper secondary | Quantile = Quantile 4],Adjusted location parity index for completion rate [Sex = Female | Education level = Upper secondary | Quantile = Quantile 4],,
sdg/SE_ALP_CPLR.SEX--F__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q5,Adjusted location parity index for completion rate [Sex = Female | Education level = Upper secondary | Quantile = Quantile 5 (richest)],Adjusted location parity index for completion rate [Sex = Female | Education level = Upper secondary | Quantile = Quantile 5 (richest)],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_1,Adjusted location parity index for completion rate [Sex = Male | Education level = Primary],Adjusted location parity index for completion rate [Sex = Male | Education level = Primary],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q1,Adjusted location parity index for completion rate [Sex = Male | Education level = Primary | Quantile = Quantile 1 (poorest)],Adjusted location parity index for completion rate [Sex = Male | Education level = Primary | Quantile = Quantile 1 (poorest)],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q2,Adjusted location parity index for completion rate [Sex = Male | Education level = Primary | Quantile = Quantile 2],Adjusted location parity index for completion rate [Sex = Male | Education level = Primary | Quantile = Quantile 2],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q3,Adjusted location parity index for completion rate [Sex = Male | Education level = Primary | Quantile = Quantile 3],Adjusted location parity index for completion rate [Sex = Male | Education level = Primary | Quantile = Quantile 3],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q4,Adjusted location parity index for completion rate [Sex = Male | Education level = Primary | Quantile = Quantile 4],Adjusted location parity index for completion rate [Sex = Male | Education level = Primary | Quantile = Quantile 4],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q5,Adjusted location parity index for completion rate [Sex = Male | Education level = Primary | Quantile = Quantile 5 (richest)],Adjusted location parity index for completion rate [Sex = Male | Education level = Primary | Quantile = Quantile 5 (richest)],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_2,Adjusted location parity index for completion rate [Sex = Male | Education level = Lower secondary],Adjusted location parity index for completion rate [Sex = Male | Education level = Lower secondary],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q1,Adjusted location parity index for completion rate [Sex = Male | Education level = Lower secondary | Quantile = Quantile 1 (poorest)],Adjusted location parity index for completion rate [Sex = Male | Education level = Lower secondary | Quantile = Quantile 1 (poorest)],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q2,Adjusted location parity index for completion rate [Sex = Male | Education level = Lower secondary | Quantile = Quantile 2],Adjusted location parity index for completion rate [Sex = Male | Education level = Lower secondary | Quantile = Quantile 2],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q3,Adjusted location parity index for completion rate [Sex = Male | Education level = Lower secondary | Quantile = Quantile 3],Adjusted location parity index for completion rate [Sex = Male | Education level = Lower secondary | Quantile = Quantile 3],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q4,Adjusted location parity index for completion rate [Sex = Male | Education level = Lower secondary | Quantile = Quantile 4],Adjusted location parity index for completion rate [Sex = Male | Education level = Lower secondary | Quantile = Quantile 4],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q5,Adjusted location parity index for completion rate [Sex = Male | Education level = Lower secondary | Quantile = Quantile 5 (richest)],Adjusted location parity index for completion rate [Sex = Male | Education level = Lower secondary | Quantile = Quantile 5 (richest)],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_3,Adjusted location parity index for completion rate [Sex = Male | Education level = Upper secondary],Adjusted location parity index for completion rate [Sex = Male | Education level = Upper secondary],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q1,Adjusted location parity index for completion rate [Sex = Male | Education level = Upper secondary | Quantile = Quantile 1 (poorest)],Adjusted location parity index for completion rate [Sex = Male | Education level = Upper secondary | Quantile = Quantile 1 (poorest)],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q2,Adjusted location parity index for completion rate [Sex = Male | Education level = Upper secondary | Quantile = Quantile 2],Adjusted location parity index for completion rate [Sex = Male | Education level = Upper secondary | Quantile = Quantile 2],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q3,Adjusted location parity index for completion rate [Sex = Male | Education level = Upper secondary | Quantile = Quantile 3],Adjusted location parity index for completion rate [Sex = Male | Education level = Upper secondary | Quantile = Quantile 3],,
sdg/SE_ALP_CPLR.SEX--M__EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q4,Adjusted location parity index for completion rate [Sex = Male | Education level = Upper secondary | Quantile = Quantile 4],Adjusted location parity index for completion rate [Sex = Male | Education level = Upper secondary | Quantile = Quantile 4],,
